study,technique,analysis_level,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,celltype,n_selected_genes,padj_celltype_BH,padj_global_BH
GSE250136,pseudobulk_deseq2,celltype_barcode,Ncoa2,123.25283757300478,0.0017201560231806597,0.06264552801285131,0.45173799461187514,0.5015107619291769,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Tram1,249.85780566114101,-0.0027542853408670416,0.04229311782449212,0.17712027370248506,0.6738598018390254,0.8198780632645697,neural,11352,0.8198780632645697,0.8334455333639597
GSE250136,pseudobulk_deseq2,celltype_barcode,Lactb2,40.401374588707384,0.12452676120578454,0.11489832882521438,1.5513138108302655,0.2129415915889019,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Eya1,8.637735622631835,0.03942102525975527,0.21928762558902404,0.06779921081060536,0.7945684968545226,0.8569320067748795,neural,11352,0.8569320067748795,0.8670129900025939
GSE250136,pseudobulk_deseq2,celltype_barcode,Kcnb2,55.65157127712208,0.08401870597953526,0.11264212643795653,0.6108089898704918,0.4344833736756834,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Terf1,175.18820873970623,-0.08059644498337226,0.0621083071291409,1.8084080575917483,0.17869931638774622,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Sbspon,12.529177099410964,0.24662152368877965,0.19159772297116393,1.6567808409910043,0.19803852933854715,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Rpl7,10739.90192782224,-0.015979964661837983,0.029007951217221047,0.309900344930611,0.5777413441045374,0.8146260760605695,neural,11352,0.8146260760605695,0.8266045031087084
GSE250136,pseudobulk_deseq2,celltype_barcode,Rdh10,23.16689096086471,-0.03321816034048526,0.1333452148242739,0.07244705079932601,0.7878066384219252,0.8535323927156215,neural,11352,0.8535323927156215,0.8636759844590823
GSE250136,pseudobulk_deseq2,celltype_barcode,Stau2,91.28048721717613,-0.02234523306792193,0.067896124201633,0.12241244223224612,0.7264325885044334,0.8308151833459612,neural,11352,0.8308151833459612,0.8443951739681756
GSE250136,pseudobulk_deseq2,celltype_barcode,Ube2w,79.4721486160579,-0.08353281110081787,0.0793853827985325,1.8343223732734657,0.17561786030932186,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Eloc,722.7189855243429,-0.017069349207723402,0.03276350966977028,0.6698891778441975,0.4130902473438471,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Tmem70,84.61446577673689,-0.08154243145788756,0.07646328098319313,1.5063684711450378,0.21969406280197715,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Jph1,18.005416383954696,-0.05332682592606226,0.15767937981840066,0.8039082024061202,0.36992744402360456,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Gdap1,8.515231159781722,0.07379999067770752,0.2595126198704842,0.6462567284885381,0.4214541845838747,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Mcm3,846.7240259287728,0.03674319755311777,0.02823785741656029,2.123703541616692,0.14503545638424328,0.8146260760605695,neural,11352,0.8146260760605695,0.8252390699418494
GSE250136,pseudobulk_deseq2,celltype_barcode,Paqr8,10.218568960475503,0.05811457724688517,0.20182228038348488,0.09590409822227741,0.7568013714173497,0.8425400260507032,neural,11352,0.8425400260507032,0.8535248017774217
