study,technique,analysis_level,gene,neural__log2FoldChange,neuromesodermal.progenitors__log2FoldChange,pluripotent__log2FoldChange,somitic__log2FoldChange,unknown__log2FoldChange,neural__pvalue,neuromesodermal.progenitors__pvalue,pluripotent__pvalue,somitic__pvalue,unknown__pvalue,neural__padj_celltype_BH,neuromesodermal.progenitors__padj_celltype_BH,pluripotent__padj_celltype_BH,somitic__padj_celltype_BH,unknown__padj_celltype_BH,neural__pct_TLS,neuromesodermal.progenitors__pct_TLS,pluripotent__pct_TLS,somitic__pct_TLS,unknown__pct_TLS,neural__pct_neural_bias,neuromesodermal.progenitors__pct_neural_bias,pluripotent__pct_neural_bias,somitic__pct_neural_bias,unknown__pct_neural_bias,neural__detection_freq,neuromesodermal.progenitors__detection_freq,pluripotent__detection_freq,somitic__detection_freq,unknown__detection_freq
GSE250136,mast,celltype_single_cell,Actl6a,0.2515424258516674,0.042610261530898086,0.07560162438412332,0.007707830043590214,-0.13547612473872173,7.852932172581862e-4,0.4578243092317346,0.9352652009872481,0.4450796290911713,0.8190820941771864,0.007156386446969428,0.9568423640428352,1,0.9837481328310289,0.995500824812625,0.8840032371189641,0.8500286204922725,0.948339483394834,0.8295752490823283,0.48201438848920863,0.8714209968186638,0.8664772727272727,0.9485981308411215,0.8122392211404729,0.5187165775401069,0.8776574408343362,0.8547531619747042,0.9484536082474226,0.8248286367098249,0.5030674846625767
GSE250136,mast,celltype_single_cell,Adh5,0.2824234499031717,0.15067823765089816,-0.08030131530120066,0.18980406765851976,0.0061736171123931705,0.009880075398156525,0.41229878771951173,0.9044351500356654,0.11605209398288686,0.9904547249760892,0.016479657011768893,0.9568423640428352,1,0.9837481328310289,0.9967258111793633,0.8902077151335311,0.8895248998282771,0.974169741697417,0.8605138961719979,0.5971223021582733,0.8862672322375398,0.8991477272727273,0.9719626168224299,0.8497913769123783,0.6096256684491979,0.8882203503142131,0.8922888616891065,0.9731958762886598,0.8575780654988576,0.6042944785276073
GSE250136,mast,celltype_single_cell,Aimp1,0.3414978787843448,0.11914376349262312,0.25372215621637606,0.21591837869899022,-0.08525418896754733,0.011136335161966488,0.5297624377827894,0.48189486758611916,0.2867183745968086,0.9703618161888753,0.018046357169486493,0.972800019388586,0.9355206543413022,0.9837481328310289,0.9967258111793633,0.951443215538171,0.9490555237550086,0.981549815498155,0.9501835343471421,0.6834532374100719,0.9514846235418876,0.9417613636363636,0.9906542056074766,0.9499304589707928,0.7005347593582888,0.9514640994785399,0.9469604243166054,0.9855670103092784,0.9501142421934501,0.6932515337423313
GSE250136,mast,celltype_single_cell,Akr1a1,0.1843047505108224,0.15661647813312563,-0.020756824848439326,0.14913394643887212,-0.12827813563500667,0.03757218118075252,0.42710309928451323,0.8428648012615509,0.47369349129470734,0.10037636624872394,0.04500823298932203,0.9568423640428352,0.9989153187003222,0.9837481328310289,0.995500824812625,0.898300512543836,0.8832283915283343,0.9040590405904059,0.9140010487676979,0.4748201438848921,0.8867974549310711,0.8892045454545454,0.883177570093458,0.9207232267037552,0.5935828877005348,0.892498997192138,0.8849449204406364,0.8948453608247423,0.9158415841584159,0.5429447852760736
GSE250136,mast,celltype_single_cell,Aldoa,0.7371898952546605,0.5905378325830579,1.7642483370647586,1.1446057813564003,-0.7322399105540871,0.06591177094477162,0.3365476794149818,0.06833198785381123,0.10144094461145878,0.570460034775963,0.07357993776056858,0.9568423640428352,0.6063201478430317,0.9837481328310289,0.995500824812625,0.9929862422444025,0.994848311390956,1,0.9958049292081804,0.8489208633093526,0.9888653234358431,0.9914772727272727,1,0.9958275382475661,0.8823529411764706,0.9909078753844097,0.9938800489596084,1,0.9958111195734958,0.8680981595092024
GSE250136,mast,celltype_single_cell,Alyref,0.668920067759526,0.07515339450704595,-0.31436717045252127,0.1452117493773919,-0.48139321590551276,0.0026051602485645062,0.8205745435403234,0.6196143101604484,0.7075731105126197,0.489635652365961,0.009328584011535645,0.9901382823531624,0.966440990871839,0.9879344995215968,0.995500824812625,0.9700566495818721,0.9639381797366915,0.9520295202952029,0.9396958573675931,0.762589928057554,0.9697773064687168,0.9588068181818182,0.9392523364485982,0.9471488178025035,0.7593582887700535,0.9699157641395909,0.9624643002855977,0.9463917525773196,0.9417364813404417,0.7607361963190185
GSE250136,mast,celltype_single_cell,Anapc13,0.1986616162507282,0.12214804410668867,-0.036687993640937666,0.1297200431810599,0.08243749736238071,0.013959773595010974,0.4057019414692612,0.5394325830885786,0.03980144531548235,0.9385126883945685,0.020805666056089654,0.9568423640428352,0.9355206543413022,0.9837481328310289,0.9967258111793633,0.8821149177232264,0.8746422438465942,0.9040590405904059,0.8515993707393812,0.5539568345323741,0.8761930010604454,0.8721590909090909,0.8691588785046729,0.827538247566064,0.5721925133689839,0.8791282256986228,0.8739290085679314,0.8886597938144329,0.845011424219345,0.5644171779141104
GSE250136,mast,celltype_single_cell,Anapc5,0.25506946311359724,0.10703968241997108,-0.0029390867628904527,0.10280812601599898,0.06298740871226416,4.437388749256286e-4,0.35486941482514556,0.6042177906493899,0.4517952514664594,0.43165590032077855,0.006933194569982071,0.9568423640428352,0.9636030410824716,0.9837481328310289,0.995500824812625,0.8030752630159158,0.7996565540927304,0.9114391143911439,0.8044048243314106,0.39568345323741005,0.8250265111346765,0.7897727272727273,0.8878504672897196,0.803894297635605,0.48128342245989303,0.814146276240139,0.7968176254589964,0.9010309278350516,0.8042650418888042,0.4447852760736196
GSE250136,mast,celltype_single_cell,Ankrd11,0.4337917025826119,0.018796038083646494,0.5126417061855983,0.2781407139117711,-0.37370011818009274,0.024887669393924512,0.9962900176401078,0.42224638559326616,0.13362151534996483,0.38206873452636675,0.032570617470571106,0.999854330950744,0.9252697612929077,0.9837481328310289,0.995500824812625,0.962503371998921,0.9696622781911849,0.981549815498155,0.9412690089145255,0.5683453237410072,0.9634146341463414,0.96875,0.9813084112149533,0.9304589707927677,0.5294117647058824,0.9629629629629629,0.9694002447980417,0.9814432989690721,0.9383092155369384,0.5460122699386503
GSE250136,mast,celltype_single_cell,Anp32a,0.8052631278069917,0.3518556947610758,-0.5189797221760317,0.32926452724941946,-0.8713739896919943,0.010311926451773252,0.4687259266536696,0.5621806100003268,0.496263471398692,0.329205561097286,0.01703362705960224,0.9568423640428352,0.9450466938251723,0.9837481328310289,0.995500824812625,0.9897491232802805,0.9896966227819118,0.996309963099631,0.9874147876245412,0.8992805755395683,0.9901908801696713,0.9914772727272727,0.9953271028037384,0.9916550764951322,0.9197860962566845,0.9899719213798637,0.9902080783353733,0.9958762886597938,0.9885757806549885,0.911042944785276
