study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,celltype,n_selected_genes,padj_celltype_BH,pct_TLS,pct_neural_bias,detection_freq,padj_global_BH
GSE250136,mast,celltype_single_cell,2700062C07Rik,H,Morphotypeneural_bias,0.7430036496570975,NA,NA,NA,NA,-0.005157227958491439,-0.005157227958491439,neural,9926,0.9184376371726464,0.269220393849474,0.2791622481442206,0.27423452333199627,0.9562088104026731
GSE250136,mast,celltype_single_cell,2700081O15Rik,H,Morphotypeneural_bias,0.20574185150827698,NA,NA,NA,NA,-0.021597572601283727,-0.021597572601283727,neural,9926,0.584151492583283,0.2244402481791206,0.2213679745493107,0.22289076079689799,0.7761553519482941
GSE250136,mast,celltype_single_cell,2700097O09Rik,H,Morphotypeneural_bias,0.19947203723756599,NA,NA,NA,NA,-0.01492866475991289,-0.01492866475991289,neural,9926,0.5767432104923041,0.1640140275155112,0.15800636267232238,0.16098408878192272,0.7709191488568905
GSE250136,mast,celltype_single_cell,2810001G20Rik,H,Morphotypeneural_bias,0.8732727144480832,NA,NA,NA,NA,-0.006388803225881312,-0.006388803225881312,neural,9926,0.9641797534774128,0.29565686538980307,0.30434782608695654,0.3000401123144805,0.9823982977458859
GSE250136,mast,celltype_single_cell,2810002D19Rik,H,Morphotypeneural_bias,0.6465289616645863,NA,NA,NA,NA,0.0021457981771547327,0.0021457981771547327,neural,9926,0.8769405699230387,0.03938494739681683,0.045068928950159064,0.04225163791950796,0.9342481476050825
GSE250136,mast,celltype_single_cell,2810004N23Rik,H,Morphotypeneural_bias,0.3475356481483761,NA,NA,NA,NA,-0.012491827841091041,-0.012491827841091041,neural,9926,0.7115591673929004,0.8956029134070677,0.8870625662778366,0.8912956277577216,0.8433277618216588
GSE250136,mast,celltype_single_cell,2810006K23Rik,H,Morphotypeneural_bias,0.8059617033251378,NA,NA,NA,NA,0.011935554080746757,0.011935554080746757,neural,9926,0.9406454204388216,0.4386296196385217,0.4575821845174973,0.4481882604626287,0.9689963019518862
GSE250136,mast,celltype_single_cell,2810013P06Rik,H,Morphotypeneural_bias,0.2991656281262737,NA,NA,NA,NA,0.016538173200564638,0.016538173200564638,neural,9926,0.6766141219765208,0.16293498786080388,0.18345705196182396,0.17328519855595667,0.824700450351797
GSE250136,mast,celltype_single_cell,2810021J22Rik,H,Morphotypeneural_bias,0.9443611703794257,NA,NA,NA,NA,-0.0011111586030153192,-0.0011111586030153192,neural,9926,0.9843308198451676,0.05718910169948745,0.06071049840933192,0.05896510228640193,0.9939261132371604
GSE250136,mast,celltype_single_cell,2810402E24Rik,H,Morphotypeneural_bias,0.1364242842881088,NA,NA,NA,NA,0.019661688108088937,0.019661688108088937,neural,9926,0.49421439629334596,0.1513353115727003,0.17391304347826086,0.1627222890760797,0.7134986922677029
GSE250136,mast,celltype_single_cell,2810403D21Rik,H,Morphotypeneural_bias,0.24157475508602902,NA,NA,NA,NA,0.007313518066952185,0.007313518066952185,neural,9926,0.6220242123181431,0.23469112489884003,0.2576882290562036,0.24628961091054954,0.791603550136884
GSE250136,mast,celltype_single_cell,2810408A11Rik,H,Morphotypeneural_bias,0.38221020626001473,NA,NA,NA,NA,-0.013390365074673533,-0.013390365074673533,neural,9926,0.7409029363902203,0.1777717831130294,0.17629904559915163,0.17702901457414094,0.8567081268485138
GSE250136,mast,celltype_single_cell,2810408I11Rik,H,Morphotypeneural_bias,0.7987407203449195,NA,NA,NA,NA,0.009552185746202091,0.009552185746202091,neural,9926,0.9386334012918053,0.28459670892905314,0.3006362672322375,0.2926861879930472,0.9672434140848666
GSE250136,mast,celltype_single_cell,2810429I04Rik,H,Morphotypeneural_bias,0.6247692629882176,NA,NA,NA,NA,-0.006060034967256309,-0.006060034967256309,neural,9926,0.8662466412098124,0.07391421634745077,0.07237539766702014,0.07313812006952801,0.9291588733078031
GSE250136,mast,celltype_single_cell,2810454H06Rik,H,Morphotypeneural_bias,0.7195395016705314,NA,NA,NA,NA,0.003969620142061675,0.003969620142061675,neural,9926,0.9071874629482506,0.0674399784192069,0.07714740190880169,0.0723358737799171,0.9510369549036928
GSE250136,mast,celltype_single_cell,2900009J06Rik,H,Morphotypeneural_bias,0.6111178870472588,NA,NA,NA,NA,0.0029556341135522843,0.0029556341135522843,neural,9926,0.8607856033533547,0.047747504720798487,0.05408271474019088,0.05094263939029282,0.9243583566136367
GSE250136,mast,celltype_single_cell,2900026A02Rik,H,Morphotypeneural_bias,0.658626507934621,NA,NA,NA,NA,-9.936207767635152e-4,-9.936207767635152e-4,neural,9926,0.881424661960233,0.15403291070946856,0.1670201484623542,0.16058296563711727,0.9372490431296746
GSE250136,mast,celltype_single_cell,2900052L18Rik,H,Morphotypeneural_bias,0.414605186689252,NA,NA,NA,NA,0.008853922973609665,0.008853922973609665,neural,9926,0.75999465984811,0.07850013487995684,0.09225874867444327,0.08543922984356198,0.8663251642119288
GSE250136,mast,celltype_single_cell,2900060B14Rik,H,Morphotypeneural_bias,0.11318423110133154,NA,NA,NA,NA,-0.004600014717377893,-0.004600014717377893,neural,9926,0.45447681145300034,0.09792284866468842,0.09544008483563096,0.09667067789811472,0.6878359816503626
GSE250136,mast,celltype_single_cell,2900076A07Rik,H,Morphotypeneural_bias,0.25794515813585245,NA,NA,NA,NA,7.337944002410723e-4,7.337944002410723e-4,neural,9926,0.6414833123330757,0.0830860534124629,0.09093319194061505,0.0870437224227838,0.803627983340811
GSE250136,mast,celltype_single_cell,2900093K20Rik,H,Morphotypeneural_bias,0.13258566411986686,NA,NA,NA,NA,0.009033819079313131,0.009033819079313131,neural,9926,0.4874406196056971,0.0536822228216887,0.06654294803817604,0.06016847172081829,0.709872377292312
GSE250136,mast,celltype_single_cell,2900097C17Rik,H,Morphotypeneural_bias,0.4020182859480951,NA,NA,NA,NA,0.046742909793134446,0.046742909793134446,neural,9926,0.7530232703584773,0.7367143242514163,0.7446977730646872,0.7407407407407407,0.8622514015582287
GSE250136,mast,celltype_single_cell,3010003L21Rik,H,Morphotypeneural_bias,0.7695289457870779,NA,NA,NA,NA,0.0026411127220350994,0.0026411127220350994,neural,9926,0.9273025989945849,0.15187483140005395,0.15906680805938495,0.1555020724695815,0.9606946679954915
GSE250136,mast,celltype_single_cell,3110001I22Rik,H,Morphotypeneural_bias,0.4424982745150058,NA,NA,NA,NA,-0.00300559707010907,-0.00300559707010907,neural,9926,0.7725449536999246,0.045049905584030214,0.045334040296924706,0.045193207648081296,0.8745427497101964
GSE250136,mast,celltype_single_cell,3110009E18Rik,H,Morphotypeneural_bias,0.5764652037952791,NA,NA,NA,NA,0.012124576532343917,0.012124576532343917,neural,9926,0.8453086295385128,0.20825465335851093,0.22667020148462355,0.21754245219949192,0.9149547946283735
GSE250136,mast,celltype_single_cell,3110021N24Rik,H,Morphotypeneural_bias,0.5375855148934219,NA,NA,NA,NA,0.0037038223325965847,0.0037038223325965847,neural,9926,0.8258897726098291,0.07418397626112759,0.08112407211028633,0.07768418237732318,0.9043180662976649
GSE250136,mast,celltype_single_cell,3110040N11Rik,H,Morphotypeneural_bias,0.8578030344703881,NA,NA,NA,NA,-2.1853932968907142e-4,-2.1853932968907142e-4,neural,9926,0.9590620545340248,0.17210682492581603,0.1810710498409332,0.17662789142933547,0.9800479207877794
GSE250136,mast,celltype_single_cell,3110056K07Rik,H,Morphotypeneural_bias,0.40025407629273607,NA,NA,NA,NA,0.01126367300500869,0.01126367300500869,neural,9926,0.7524831293752182,0.1192338818451578,0.1357370095440085,0.12755716004813478,0.8615261990425116
GSE250136,mast,celltype_single_cell,3110082I17Rik,H,Morphotypeneural_bias,0.09102123827537965,NA,NA,NA,NA,0.029163541469755083,0.029163541469755083,neural,9926,0.4127349525451889,0.4502292959266253,0.4650053022269353,0.45768150822302445,0.6524219425442562
GSE250136,mast,celltype_single_cell,3222401L13Rik,H,Morphotypeneural_bias,0.03661168985118757,NA,NA,NA,NA,-0.013165591941314864,-0.013165591941314864,neural,9926,0.2637210692764062,0.06663069867817642,0.05726405090137858,0.06190667201497527,0.5025383691676624
GSE250136,mast,celltype_single_cell,3300002I08Rik,H,Morphotypeneural_bias,0.0072804547099827605,NA,NA,NA,NA,-0.026419708609386486,-0.026419708609386486,neural,9926,0.10242211990221195,0.12435932020501754,0.10737009544008484,0.11579088113384142,0.25678317180162535
GSE250136,mast,celltype_single_cell,3830406C13Rik,H,Morphotypeneural_bias,0.5677243150056724,NA,NA,NA,NA,-0.0077353801036103426,-0.0077353801036103426,neural,9926,0.8428375750669668,0.11302940383059078,0.11346765641569459,0.11325043455007354,0.9136974378338333
GSE250136,mast,celltype_single_cell,4632427E13Rik,H,Morphotypeneural_bias,0.0018912755974946896,NA,NA,NA,NA,0.056944000618552204,0.056944000618552204,neural,9926,0.041624837207832124,0.27569463177771786,0.32237539766702017,0.2992378660248696,0.12309572091871822
GSE250136,mast,celltype_single_cell,4833420G17Rik,H,Morphotypeneural_bias,0.5591588204728346,NA,NA,NA,NA,0.012556245880328942,0.012556245880328942,neural,9926,0.839695464711629,0.37065012139196113,0.3947507953340403,0.3828051878593395,0.9119467582253242
GSE250136,mast,celltype_single_cell,4833439L19Rik,H,Morphotypeneural_bias,0.6785631208634771,NA,NA,NA,NA,-0.0017643537718513569,-0.0017643537718513569,neural,9926,0.892829453745319,0.3784731588885892,0.3862672322375398,0.38240406471453403,0.9413227356447275
GSE250136,mast,celltype_single_cell,4921524J17Rik,H,Morphotypeneural_bias,0.9826186333361407,NA,NA,NA,NA,-3.593279787995618e-4,-3.593279787995618e-4,neural,9926,0.9949179805425017,0.417858106285406,0.4302757158006363,0.42412087177430136,1
GSE250136,mast,celltype_single_cell,4921531C22Rik,H,Morphotypeneural_bias,0.3212186195913828,NA,NA,NA,NA,-0.004159156255996901,-0.004159156255996901,neural,9926,0.6911394895392821,0.05907742109522525,0.06256627783669141,0.06083701029549405,0.8332056438832949
GSE250136,mast,celltype_single_cell,4930402H24Rik,H,Morphotypeneural_bias,0.8889968950832191,NA,NA,NA,NA,-0.0021050956005127727,-0.0021050956005127727,neural,9926,0.9700685531074389,0.05745886161316428,0.06097560975609756,0.05923251771627223,0.9856353035225153
GSE250136,mast,celltype_single_cell,4930430F08Rik,H,Morphotypeneural_bias,0.4173664906093843,NA,NA,NA,NA,-0.006131647923434055,-0.006131647923434055,neural,9926,0.7606762782249168,0.08119773401672511,0.0816542948038176,0.08142799839550742,0.8671634944772214
GSE250136,mast,celltype_single_cell,4930452B06Rik,H,Morphotypeneural_bias,0.4217164238483627,NA,NA,NA,NA,0.004755099194728357,0.004755099194728357,neural,9926,0.7629412464342709,0.1181548421904505,0.13308589607635207,0.12568525203904266,0.8688480661193049
GSE250136,mast,celltype_single_cell,4930453N24Rik,H,Morphotypeneural_bias,0.8740458924982409,NA,NA,NA,NA,0.003499794584347682,0.003499794584347682,neural,9926,0.9641797534774128,0.450768815753979,0.4673913043478261,0.45915229308731115,0.9824120897294405
GSE250136,mast,celltype_single_cell,4930503L19Rik,H,Morphotypeneural_bias,0.471566774913186,NA,NA,NA,NA,-0.011618926111144151,-0.011618926111144151,neural,9926,0.7872832604581802,0.1837065012139196,0.1869034994697773,0.18531889290012032,0.8846610197167962
GSE250136,mast,celltype_single_cell,4930509H03Rik,H,Morphotypeneural_bias,0.1419460842989289,NA,NA,NA,NA,-0.008361397805743673,-0.008361397805743673,neural,9926,0.5021228912156694,0.06231454005934718,0.05938494167550371,0.06083701029549405,0.7179390866918591
GSE250136,mast,celltype_single_cell,4930522L14Rik,H,Morphotypeneural_bias,0.28511578070036164,NA,NA,NA,NA,-0.012488068042183526,-0.012488068042183526,neural,9926,0.6631119777103719,0.13595899649312113,0.13308589607635207,0.13450996122476266,0.8178266742188273
GSE250136,mast,celltype_single_cell,4930539J05Rik,H,Morphotypeneural_bias,0.0072594995692460825,NA,NA,NA,NA,-0.001555341705864778,-0.001555341705864778,neural,9926,0.10242211990221195,0.055031022390072834,0.05328738069989396,0.05415162454873646,0.2566852673100924
GSE250136,mast,celltype_single_cell,4930579G24Rik,H,Morphotypeneural_bias,0.5442111190869119,NA,NA,NA,NA,-0.005376446700962809,-0.005376446700962809,neural,9926,0.8305787276205581,0.09522524952792015,0.09437963944856839,0.0947987698890226,0.9067024773828682
GSE250136,mast,celltype_single_cell,4930581F22Rik,H,Morphotypeneural_bias,0.4165197313082627,NA,NA,NA,NA,-0.0030472146778794465,-0.0030472146778794465,neural,9926,0.7600481368322027,0.04127326679255463,0.04215270413573701,0.041716807059767345,0.8669904122493252
GSE250136,mast,celltype_single_cell,4931406C07Rik,H,Morphotypeneural_bias,0.8248436337535134,NA,NA,NA,NA,-0.004602573193749043,-0.004602573193749043,neural,9926,0.9474479725213094,0.15700026975991369,0.161983032873807,0.15951330391763605,0.9730606749606566
GSE250136,mast,celltype_single_cell,4931406P16Rik,H,Morphotypeneural_bias,0.6210432960281168,NA,NA,NA,NA,0.003709650379022489,0.003709650379022489,neural,9926,0.8646952326678138,0.298893984353925,0.3088547189819724,0.30391763604759997,0.9281178148375583
GSE250136,mast,celltype_single_cell,4931428F04Rik,H,Morphotypeneural_bias,0.9826976280552352,NA,NA,NA,NA,0.0019732640080246944,0.0019732640080246944,neural,9926,0.9949179805425017,0.1885621796601025,0.20174973488865325,0.19521326380532156,1
GSE250136,mast,celltype_single_cell,4932422M17Rik,H,Morphotypeneural_bias,0.9370650674960341,NA,NA,NA,NA,0.0017337068654541543,0.0017337068654541543,neural,9926,0.9820829753949567,0.07472349608848125,0.0816542948038176,0.07821901323706378,0.9923658183048548
GSE250136,mast,celltype_single_cell,4932438A13Rik,H,Morphotypeneural_bias,0.5827132681723516,NA,NA,NA,NA,-0.0019282982170066854,-0.0019282982170066854,neural,9926,0.8486827949284068,0.3463717291610467,0.35339342523860023,0.34991308998529214,0.9165639788172545
GSE250136,mast,celltype_single_cell,4933404O12Rik,H,Morphotypeneural_bias,0.7665589852590701,NA,NA,NA,NA,0.0024243820322432386,0.0024243820322432386,neural,9926,0.9261351963122492,0.14998651200431615,0.15933191940615057,0.15469982617997058,0.959809830538645
GSE250136,mast,celltype_single_cell,4933407K13Rik,H,Morphotypeneural_bias,0.7828056793096718,NA,NA,NA,NA,0.0040685478928699365,0.0040685478928699365,neural,9926,0.9330126288217822,0.06986781764229835,0.07953340402969247,0.07474261264874983,0.9638635499914471
GSE250136,mast,celltype_single_cell,4933408B17Rik,H,Morphotypeneural_bias,0.3457424734718353,NA,NA,NA,NA,0.003072404477417523,0.003072404477417523,neural,9926,0.709057808198644,0.05718910169948745,0.06283138918345706,0.06003476400588314,0.8428146731307751
GSE250136,mast,celltype_single_cell,4933415A04Rik,H,Morphotypeneural_bias,0.8140049037763275,NA,NA,NA,NA,3.574678596396652e-4,3.574678596396652e-4,neural,9926,0.9438056457321561,0.09441596978688967,0.10047720042417815,0.09747292418772563,0.9711672396356367
GSE250136,mast,celltype_single_cell,4933434E20Rik,H,Morphotypeneural_bias,0.6965076674481595,NA,NA,NA,NA,-0.002375512650575673,-0.002375512650575673,neural,9926,0.8996363650716036,0.4210952252495279,0.4382290562036055,0.42973659580157775,0.945809254565685
GSE250136,mast,celltype_single_cell,5031425E22Rik,H,Morphotypeneural_bias,0.15472119987930114,NA,NA,NA,NA,-0.008264905392157962,-0.008264905392157962,neural,9926,0.5230719709794887,0.19665497707040733,0.2059915164369035,0.20136381869233855,0.733758550178566
GSE250136,mast,celltype_single_cell,5031439G07Rik,H,Morphotypeneural_bias,0.887242881856748,NA,NA,NA,NA,0.005741321927018539,0.005741321927018539,neural,9926,0.9697459565629103,0.24224440248179122,0.2576882290562036,0.2500334269287338,0.9852206128412094
GSE250136,mast,celltype_single_cell,5330434G04Rik,H,Morphotypeneural_bias,0.9165471338874527,NA,NA,NA,NA,-0.003553966939102385,-0.003553966939102385,neural,9926,0.9771013034778742,0.11842460210412732,0.12327677624602333,0.12087177430137719,0.9896191714145427
GSE250136,mast,celltype_single_cell,5330438D12Rik,H,Morphotypeneural_bias,0.21501315447955913,NA,NA,NA,NA,0.006480877667332283,0.006480877667332283,neural,9926,0.5938287622048146,0.062584299973024,0.06945917285259809,0.06605161117796497,0.7783228904415789
GSE250136,mast,celltype_single_cell,5430403G16Rik,H,Morphotypeneural_bias,0.976509425622431,NA,NA,NA,NA,-0.0010986739030891465,-0.0010986739030891465,neural,9926,0.994329903529759,0.05584030213110332,0.05832449628844114,0.0570931942773098,0.999490506110772
GSE250136,mast,celltype_single_cell,5430405H02Rik,H,Morphotypeneural_bias,0.019937125939866164,NA,NA,NA,NA,0.02478572077928362,0.02478572077928362,neural,9926,0.19175960472782125,0.12921499865120042,0.1561505832449629,0.14279983955074207,0.4045330847245874
GSE250136,mast,celltype_single_cell,5430416N02Rik,H,Morphotypeneural_bias,0.002218345737297731,NA,NA,NA,NA,0.044983337493211595,0.044983337493211595,neural,9926,0.04722555746138465,0.2970056649581872,0.3255567338282078,0.31140526808396846,0.13654715654343497
GSE250136,mast,celltype_single_cell,5530601H04Rik,H,Morphotypeneural_bias,0.03912549840770739,NA,NA,NA,NA,0.005821329084424676,0.005821329084424676,neural,9926,0.2723420036429899,0.23064472619368762,0.235949098621421,0.23331996256183982,0.5127444214939006
GSE250136,mast,celltype_single_cell,5730455P16Rik,H,Morphotypeneural_bias,0.08339605738064425,NA,NA,NA,NA,-0.011967181988115028,-0.011967181988115028,neural,9926,0.400091476829519,0.33746965200971135,0.33324496288441147,0.3353389490573606,0.6399293205468414
GSE250136,mast,celltype_single_cell,5730480H06Rik,H,Morphotypeneural_bias,0.22015325822593287,NA,NA,NA,NA,0.023464513970120504,0.023464513970120504,neural,9926,0.5991887143270112,0.25627191799298626,0.28472958642629903,0.2706244150287472,0.7810999868826842
GSE250136,mast,celltype_single_cell,5730507C01Rik,H,Morphotypeneural_bias,0.8374821187864039,NA,NA,NA,NA,-0.004208020731633025,-0.004208020731633025,neural,9926,0.9523252962623262,0.10142972754248719,0.10392364793213149,0.10268752507019654,0.9751733511093499
GSE250136,mast,celltype_single_cell,6030442K20Rik,H,Morphotypeneural_bias,0.2797283411281153,NA,NA,NA,NA,0.006712347786057386,0.006712347786057386,neural,9926,0.6593923919639261,0.03641758834637173,0.04586426299045599,0.04118197620002674,0.8150098808134579
GSE250136,mast,celltype_single_cell,6030458C11Rik,H,Morphotypeneural_bias,0.3406855363142823,NA,NA,NA,NA,0.008978978884295635,0.008978978884295635,neural,9926,0.7045031320925954,0.1632047477744807,0.18478260869565216,0.1740874448455676,0.8403314257463474
