study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,Psmd8,H,Morphotypeneural_bias,0.08429131822772201,NA,NA,NA,NA,0.2101005245363372,0.2101005245363372,0.12826525737467057,0.997040277956505,0.9969621157969979,0.9970075559212987
GSE250136,mast,sample_single_cell,Psmg4,H,Morphotypeneural_bias,0.022599012204490457,NA,NA,NA,NA,0.15414196032833782,0.15414196032833782,0.06992592906751757,0.9990992150302407,0.9992852037169406,0.9991770778783572
GSE250136,mast,sample_single_cell,Ptbp1,H,Morphotypeneural_bias,0.05967252588607575,NA,NA,NA,NA,0.33375989641420745,0.33375989641420745,0.10463422632688113,0.8655256723716381,0.8822373123659757,0.8725218822473255
GSE250136,mast,sample_single_cell,Ptbp2,H,Morphotypeneural_bias,0.08869711164715871,NA,NA,NA,NA,0.13193438989932194,0.13193438989932194,0.13219429903433427,0.9770943250546905,0.9771265189421015,0.9771078027979352
GSE250136,mast,sample_single_cell,Ptges3,H,Morphotypeneural_bias,0.013048705745438123,NA,NA,NA,NA,0.9576749292168945,0.9576749292168945,0.060447642220678596,0.9957534422854202,0.9953538241601144,0.9955861449839156
GSE250136,mast,sample_single_cell,Ptma,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9446660661433535,0.9483559685489635,0.9462108176853445
GSE250136,mast,sample_single_cell,Ptms,H,Morphotypeneural_bias,0.5286451272793253,NA,NA,NA,NA,0.0015527117423390635,0.0015527117423390635,0.5492249862488368,0.8491828593488612,0.8489992852037169,0.849106007331488
GSE250136,mast,sample_single_cell,Ptn,H,Morphotypeneural_bias,0.04659720972889563,NA,NA,NA,NA,1.0523952523164404,1.0523952523164404,0.09385381393508696,0.8096770042465578,0.8229092208720514,0.815216578140196
GSE250136,mast,sample_single_cell,Ptov1,H,Morphotypeneural_bias,0.13157745243046562,NA,NA,NA,NA,0.1998580413255331,0.1998580413255331,0.1731388973430164,0.8553596705700682,0.859542530378842,0.857110795242014
GSE250136,mast,sample_single_cell,Ptp4a2,H,Morphotypeneural_bias,0.007939211246727643,NA,NA,NA,NA,0.43425568620618993,0.43425568620618993,0.05255880933880161,0.9992278985973492,0.9987491065046462,0.9990274556744221
GSE250136,mast,sample_single_cell,Pum1,H,Morphotypeneural_bias,0.11117535160294519,NA,NA,NA,NA,0.158049610639881,0.158049610639881,0.15412946472226494,0.8072320164714966,0.8053967119370979,0.8064636792099947
GSE250136,mast,sample_single_cell,Qk,H,Morphotypeneural_bias,0.009853701842659962,NA,NA,NA,NA,0.4202564021428272,0.4202564021428272,0.056069167384095515,1,0.9998213009292352,0.9999251888980325
GSE250136,mast,sample_single_cell,Rab2a,H,Morphotypeneural_bias,0.011664767584914604,NA,NA,NA,NA,0.18963650154375378,0.18963650154375378,0.056601416340753496,0.8028567751898082,0.8025375268048606,0.8027231241116182
GSE250136,mast,sample_single_cell,Rab5if,H,Morphotypeneural_bias,0.05815968904804205,NA,NA,NA,NA,0.16778983180725104,0.16778983180725104,0.10390873315277806,0.8451936687684982,0.8459614010007148,0.8455150744370464
GSE250136,mast,sample_single_cell,Rac1,H,Morphotypeneural_bias,0.06853470895249979,NA,NA,NA,NA,0.19436089174155624,0.19436089174155624,0.11495533976546252,0.8023420409213743,0.8102215868477484,0.8056407570883519
GSE250136,mast,sample_single_cell,Rack1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8850855745721271,0.8929592566118656,0.8883818358644423
GSE250136,mast,sample_single_cell,Ralgps2,H,Morphotypeneural_bias,0.019228993355272898,NA,NA,NA,NA,0.2150746696006247,0.2150746696006247,0.06813925446225333,0.7894736842105263,0.8200500357398142,0.802274257499813
GSE250136,mast,sample_single_cell,Raly,H,Morphotypeneural_bias,0.016464729753736432,NA,NA,NA,NA,0.3729273560395292,0.3729273560395292,0.06553822214603561,0.9993565821644576,0.9991065046461758,0.9992518889803247
GSE250136,mast,sample_single_cell,Ran,H,Morphotypeneural_bias,0.025455597217384933,NA,NA,NA,NA,2.6431112471126603,2.6431112471126603,0.07246360007882244,0.9843006048127654,0.9832022873481058,0.9838408019750131
GSE250136,mast,sample_single_cell,Ranbp1,H,Morphotypeneural_bias,0.00983067303096424,NA,NA,NA,NA,2.0200442750476384,2.0200442750476384,0.056069167384095515,0.8664264573413974,0.8668691922802001,0.8666118051918905
GSE250136,mast,sample_single_cell,Rbbp4,H,Morphotypeneural_bias,0.10857605464946207,NA,NA,NA,NA,0.26393589031864106,0.26393589031864106,0.15126256226858176,0.9052888946081585,0.9104717655468192,0.9074586668661629
GSE250136,mast,sample_single_cell,Rbbp6,H,Morphotypeneural_bias,0.03651038834644443,NA,NA,NA,NA,0.17327377391479137,0.17327377391479137,0.0834730317186569,0.9885471625273453,0.9858827734095783,0.9874317348694547
GSE250136,mast,sample_single_cell,Rbbp7,H,Morphotypeneural_bias,0.0445746065632174,NA,NA,NA,NA,0.24459595221681107,0.24459595221681107,0.09103155690771035,0.8215158924205379,0.856325947105075,0.8360888755891375
GSE250136,mast,sample_single_cell,Rbm17,H,Morphotypeneural_bias,0.23833667117569127,NA,NA,NA,NA,0.1295100115133634,0.1295100115133634,0.2721116539893587,0.8422339467250032,0.8791994281629736,0.8577092840577542
GSE250136,mast,sample_single_cell,Rbm25,H,Morphotypeneural_bias,0.14261992806059343,NA,NA,NA,NA,0.2753724272389926,0.2753724272389926,0.18478225678759172,0.980697464933728,0.9769478198713367,0.9791277025510586
GSE250136,mast,sample_single_cell,Rbm3,H,Morphotypeneural_bias,0.09679164027739254,NA,NA,NA,NA,1.0614751112315997,1.0614751112315997,0.14057833468859393,0.8365718697722301,0.8355968548963545,0.836163686691105
GSE250136,mast,sample_single_cell,Rbm39,H,Morphotypeneural_bias,0.03510999453504873,NA,NA,NA,NA,0.7695949325097793,0.7695949325097793,0.08260037281799344,0.9747780208467379,0.972301644031451,0.9737413032093962
GSE250136,mast,sample_single_cell,Rbm8a,H,Morphotypeneural_bias,0.1510398998659785,NA,NA,NA,NA,0.3217208185751357,0.3217208185751357,0.19280728622652563,1,1,1
GSE250136,mast,sample_single_cell,Rbx1,H,Morphotypeneural_bias,0.05965221720849102,NA,NA,NA,NA,0.6435221052831483,0.6435221052831483,0.10463422632688113,1,1,1
GSE250136,mast,sample_single_cell,Rcc2,H,Morphotypeneural_bias,0.04889374244962071,NA,NA,NA,NA,0.36087050763183237,0.36087050763183237,0.09628897011477253,0.879938231887788,0.8959971408148678,0.8866611805191891
GSE250136,mast,sample_single_cell,Rdx,H,Morphotypeneural_bias,0.047211718808690316,NA,NA,NA,NA,0.3280685893344426,0.3280685893344426,0.09442343761738063,0.9288379873890105,0.9185132237312366,0.9245155981147603
GSE250136,mast,sample_single_cell,Rfc1,H,Morphotypeneural_bias,0.030577861873055615,NA,NA,NA,NA,0.2619712307114357,0.2619712307114357,0.07755058633182339,0.9987131643289152,0.9992852037169406,0.9989526445724546
GSE250136,mast,sample_single_cell,Rfc3,H,Morphotypeneural_bias,0.0016426718048482046,NA,NA,NA,NA,0.19621291344310343,0.19621291344310343,0.027506700418438567,1,1,1
GSE250136,mast,sample_single_cell,Rhoa,H,Morphotypeneural_bias,0.02580412467322351,NA,NA,NA,NA,0.39407191937019936,0.39407191937019936,0.07286572803654347,0.8355424012353623,0.8397069335239457,0.837285853220618
GSE250136,mast,sample_single_cell,Rnaseh2c,H,Morphotypeneural_bias,0.008361414257447734,NA,NA,NA,NA,0.21402418156182135,0.21402418156182135,0.05294712726503654,0.8037575601595677,0.8050393137955683,0.8042941572529363
GSE250136,mast,sample_single_cell,Rnf7,H,Morphotypeneural_bias,0.044311535929169844,NA,NA,NA,NA,0.3764849514875328,0.3764849514875328,0.09074832538012242,0.831167159953674,0.8347033595425304,0.832647564898631
GSE250136,mast,sample_single_cell,Rnps1,H,Morphotypeneural_bias,0.005750553035496423,NA,NA,NA,NA,0.6036607940107972,0.6036607940107972,0.04589693731134528,0.8475099729764509,0.840421729807005,0.8445425301114685
GSE250136,mast,sample_single_cell,Romo1,H,Morphotypeneural_bias,0.031532081128339114,NA,NA,NA,NA,0.22373062298990343,0.22373062298990343,0.07920116848118118,0.9949813408827692,0.992494639027877,0.9939403007406299
GSE250136,mast,sample_single_cell,Rpl10,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8319392613563248,0.8332737669764118,0.8324979426946959
GSE250136,mast,sample_single_cell,Rpl10a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.827692703641745,0.8309506790564689,0.8290566320041894
GSE250136,mast,sample_single_cell,Rpl11,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8162398661690902,0.8198713366690493,0.8177601556070921
GSE250136,mast,sample_single_cell,Rpl12,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
GSE250136,mast,sample_single_cell,Rpl13,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9942092394801184,0.9942816297355254,0.9942395451485
GSE250136,mast,sample_single_cell,Rpl13a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9032299575344228,0.9060042887776983,0.9043914116854941
GSE250136,mast,sample_single_cell,Rpl14,H,Morphotypeneural_bias,0.010848853380514178,NA,NA,NA,NA,4.768796994471977,4.768796994471977,0.056601416340753496,0.9984557971946982,0.998927805575411,0.9986534001645844
GSE250136,mast,sample_single_cell,Rpl15,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.999742632865783,0.9998213009292352,0.9997755666940974
GSE250136,mast,sample_single_cell,Rpl17,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9790245785613177,0.9783774124374554,0.9787536470412209
GSE250136,mast,sample_single_cell,Rpl18,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8419765795907863,0.8575768406004288,0.8485075185157477
GSE250136,mast,sample_single_cell,Rpl18a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8562604555398275,0.8649035025017869,0.8598788060148126
GSE250136,mast,sample_single_cell,Rpl19,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.996525543688071,0.997855611150822,0.9970823670232662
GSE250136,mast,sample_single_cell,Rpl21,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8696435465191095,0.8808077197998571,0.8743173486945462
GSE250136,mast,sample_single_cell,Rpl22,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8423626302921117,0.8316654753395283,0.8378843420363582
GSE250136,mast,sample_single_cell,Rpl22l1,H,Morphotypeneural_bias,0.1449305255271089,NA,NA,NA,NA,0.7204371989683853,0.7204371989683853,0.1872476078670968,0.8431347316947626,0.8461401000714797,0.8443929079075335
GSE250136,mast,sample_single_cell,Rpl23,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9568910050186591,0.9572909220872051,0.9570584274706366
GSE250136,mast,sample_single_cell,Rpl23a,H,Morphotypeneural_bias,0.19754480970643465,NA,NA,NA,NA,1.5683079789257945,1.5683079789257945,0.23496276809094038,0.9176425170505726,0.9219085060757684,0.9194284431809681
GSE250136,mast,sample_single_cell,Rpl24,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8195856389139107,0.8266619013581129,0.8225480661330141
GSE250136,mast,sample_single_cell,Rpl26,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8917771200617681,0.8875982844889206,0.890027680107728
GSE250136,mast,sample_single_cell,Rpl27,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9835285034101146,0.9835596854896355,0.983541557567143
GSE250136,mast,sample_single_cell,Rpl27a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9823703513061383,0.9792709077912795,0.9810727912022144
GSE250136,mast,sample_single_cell,Rpl28,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8926779050315274,0.9058255897069335,0.898182090222189
GSE250136,mast,sample_single_cell,Rpl29,H,Morphotypeneural_bias,0.0015957408746382635,NA,NA,NA,NA,1.7642771782844235,1.7642771782844235,0.027255254138821537,0.9706601466992665,0.9674767691208006,0.9693274481933118
GSE250136,mast,sample_single_cell,Rpl3,H,Morphotypeneural_bias,0.015858729060985413,NA,NA,NA,NA,4.6282128756405,4.6282128756405,0.06480073979943321,1,1,1
GSE250136,mast,sample_single_cell,Rpl30,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.921503024063827,0.9147605432451751,0.9186803321612927
GSE250136,mast,sample_single_cell,Rpl31,H,Morphotypeneural_bias,0.028961317267950874,NA,NA,NA,NA,2.0561292359662957,2.0561292359662957,0.07683371967900458,0.9565049543173336,0.9540743388134382,0.9554873943293185
GSE250136,mast,sample_single_cell,Rpl32,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8560030884056106,0.8466761972837741,0.8520984514101893
GSE250136,mast,sample_single_cell,Rpl34,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8212585252863209,0.8345246604717655,0.8268122989451635
GSE250136,mast,sample_single_cell,Rpl35,H,Morphotypeneural_bias,0.057450391158311284,NA,NA,NA,NA,1.5785979530193615,1.5785979530193615,0.10343042897081979,0.9218890747651525,0.9199428162973553,0.9210742874242538
GSE250136,mast,sample_single_cell,Rpl35a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9275511517179256,0.9328091493924232,0.9297523752524874
GSE250136,mast,sample_single_cell,Rpl36,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9940805559130099,0.9960686204431737,0.9949128450662078
GSE250136,mast,sample_single_cell,Rpl36a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
GSE250136,mast,sample_single_cell,Rpl36al,H,Morphotypeneural_bias,0.022396598132309195,NA,NA,NA,NA,1.1820697660615966,1.1820697660615966,0.06992013272648806,0.9983271136275897,0.996783416726233,0.9976808558390066
GSE250136,mast,sample_single_cell,Rpl37,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.974005919444087,0.9712294496068621,0.9728435699857859
GSE250136,mast,sample_single_cell,Rpl37a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8368292369064471,0.8439957112223017,0.839829430687514
GSE250136,mast,sample_single_cell,Rpl38,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8131514605584866,0.8155825589706933,0.8141692227126506
GSE250136,mast,sample_single_cell,Rpl39,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9575344228542015,0.9578270192994996,0.957656916286377
GSE250136,mast,sample_single_cell,Rpl4,H,Morphotypeneural_bias,0.01874353343621709,NA,NA,NA,NA,2.322948251635186,2.322948251635186,0.067828541548252,0.9568910050186591,0.9556826304503216,0.9563851275529288
GSE250136,mast,sample_single_cell,Rpl41,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9060609960108095,0.907433881343817,0.9066357447445201
GSE250136,mast,sample_single_cell,Rpl5,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8579333419122378,0.8497140814867763,0.8544924066731503
GSE250136,mast,sample_single_cell,Rpl6,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8920344871959851,0.8977841315225161,0.8944415351238124
GSE250136,mast,sample_single_cell,Rpl7,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9893192639299961,0.9890993566833453,0.9892272013166754
GSE250136,mast,sample_single_cell,Rpl7a,H,Morphotypeneural_bias,0.02977973988368585,NA,NA,NA,NA,2.624324181206699,2.624324181206699,0.07755058633182339,0.8839274224681508,0.8845604002859185,0.8841924141542605
GSE250136,mast,sample_single_cell,Rpl8,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9169990992150302,0.9215511079342388,0.9189047654671954
GSE250136,mast,sample_single_cell,Rpl9,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8405610603525929,0.8422087205146533,0.8412508416248972
GSE250136,mast,sample_single_cell,Rplp0,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.827177969373311,0.8052180128663331,0.8179845889129946
GSE250136,mast,sample_single_cell,Rplp1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.999742632865783,0.9998213009292352,0.9997755666940974
GSE250136,mast,sample_single_cell,Rplp2,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9791532621284262,0.9805218012866334,0.9797261913667988
GSE250136,mast,sample_single_cell,Rps10,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9756788058164972,0.9749821300929236,0.975387147452682
GSE250136,mast,sample_single_cell,Rps11,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9624243984043238,0.9642601858470335,0.9631929378319742
GSE250136,mast,sample_single_cell,Rps12,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9260069489126238,0.9183345246604717,0.922794942769507
GSE250136,mast,sample_single_cell,Rps13,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9233045940033457,0.9220872051465332,0.922794942769507
GSE250136,mast,sample_single_cell,Rps14,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9570196885857676,0.9547891350964975,0.9560858831450587
GSE250136,mast,sample_single_cell,Rps15,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8801955990220048,0.8890278770550393,0.8838931697463903
GSE250136,mast,sample_single_cell,Rps15a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8792948140522455,0.8750893495353824,0.8775342260791501
GSE250136,mast,sample_single_cell,Rps16,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8665551409085059,0.8607934238741959,0.864143038826962
GSE250136,mast,sample_single_cell,Rps17,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8056878136661948,0.81915654038599,0.8113264008378843
GSE250136,mast,sample_single_cell,Rps18,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8505983785870544,0.84578270192995,0.8485823296177153
GSE250136,mast,sample_single_cell,Rps19,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.944537382576245,0.952108649035025,0.9477070397246952
GSE250136,mast,sample_single_cell,Rps2,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9904774160339724,0.9939242315939957,0.9919204009875066
GSE250136,mast,sample_single_cell,Rps20,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8637241024321194,0.8788420300214439,0.870053115882397
GSE250136,mast,sample_single_cell,Rps21,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9231759104362373,0.9210150107219442,0.9222712650557343
GSE250136,mast,sample_single_cell,Rps23,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9079912495174366,0.9081486776268763,0.9080571556819031
GSE250136,mast,sample_single_cell,Rps24,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.977480375756016,0.9789135096497498,0.9780803471235131
GSE250136,mast,sample_single_cell,Rps25,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9931797709432505,0.9914224446032881,0.9924440787012793
GSE250136,mast,sample_single_cell,Rps26,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9971689615236135,0.9974982130092923,0.9973068003291689
GSE250136,mast,sample_single_cell,Rps27,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8723459014283876,0.8736597569692638,0.8728959377571631
GSE250136,mast,sample_single_cell,Rps27a,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.8679706601466992,0.8666904932094354,0.8674347273135333
GSE250136,mast,sample_single_cell,Rps27l,H,Morphotypeneural_bias,0.03489244876286766,NA,NA,NA,NA,1.2910693162756193,1.2910693162756193,0.08260037281799344,0.9606228284648051,0.9581844174410293,0.9596020049375328
GSE250136,mast,sample_single_cell,Rps28,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9613949298674559,0.9587205146533238,0.9602753048552405
GSE250136,mast,sample_single_cell,Rps29,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9996139492986745,1,0.9997755666940974
GSE250136,mast,sample_single_cell,Rps3,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9253635310770815,0.9231593995711223,0.9244407870127928
GSE250136,mast,sample_single_cell,Rps3a1,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
GSE250136,mast,sample_single_cell,Rps4x,H,Morphotypeneural_bias,NA,NA,NA,NA,NA,NA,NA,NA,0.9554754857804658,0.9490707648320229,0.9527941946584874
