study,technique,analysis_level,gene,neural__log2FoldChange,neuromesodermal.progenitors__log2FoldChange,pluripotent__log2FoldChange,somitic__log2FoldChange,unknown__log2FoldChange,neural__pvalue,neuromesodermal.progenitors__pvalue,pluripotent__pvalue,somitic__pvalue,unknown__pvalue,neural__padj_celltype_BH,neuromesodermal.progenitors__padj_celltype_BH,pluripotent__padj_celltype_BH,somitic__padj_celltype_BH,unknown__padj_celltype_BH
GSE250136,pseudobulk_deseq2,celltype_barcode,4732440D04Rik,0.11863866630958707,0.5167599961979771,0.07960969599185586,-0.1569949831821195,-0.2859079940624633,0.6494832797332111,0.24569186465226156,0.8987651002984783,0.7017121221905864,0.7342187502228767,1,0.9351250269522533,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Alkal1,0.2614654231760227,0,0.3958016016573974,1.124645885893696,0,0.9679320282403886,1,0.9514792800922509,0.8627124646057768,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,St18,0.2564449802798055,0,0,1.0016704669746441,0,0.9685502492953905,1,1,0.8776073299708326,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Pcmtd1,0.09294512568361453,0.17841009143391987,0.25749221131829075,-0.06537435931441118,-0.35676816763413444,0.2527125761730608,0.15688229824050204,0.06176873470611459,0.5491321351259524,0.5702174877128982,1,0.9201760454763919,0.7488999798076444,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm26901,-0.043396533893334206,0.09336606000500743,0.595741080416609,0.2143349524874655,-1.1716278497669483,0.6978556207701592,0.6212741983773078,0.12458247655587443,0.3335785477140669,0.12034993950012825,1,0.9922628470126523,0.9494561487083343,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sntg1,-1.2330743509108584,2.7453786319309574,-0.22871685160609886,1.0016704688133085,0,0.8495704782698583,0.6727689655891713,0.9719475929480162,0.8776073297479601,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Rrs1,-0.019684246039835266,0.08052931498076148,-0.1735913235024384,-0.03344068330046727,-0.11159241738689206,0.5595653111073553,0.18514625196635492,0.09009361153089042,0.5861463522003783,0.6298648392901072,1,0.9255584286789615,0.8630168198029524,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Adhfe1,-0.07230935285854467,0.5438705902053292,0.2860388930429212,0.17017287785485563,0,0.9224536175156777,0.4928072353154807,0.6910295237156863,0.8246510260166062,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,2610203C22Rik,-1.6001881439008467,0,0,1.4741124404189707,-0.2859040651613715,0.7625936777644097,1,1,0.7812415933704112,0.9570577711468722,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Mybl1,-0.1289537348931109,0.36088784955667763,0.21883856299829524,0.1725968799341378,-1.0036816887244746,0.42452663010731584,0.23377953987314642,0.5916646253284723,0.5601975873770244,0.22801460311686292,1,0.9351250269522533,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Vcpip1,-0.041111246922625425,-0.029030299307311422,-0.04700647619366403,0.09054032641677699,-1.230823292035658,0.6714659617064028,0.8662518268426616,0.8375615627193486,0.5564662694493792,0.13150025289473904,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,1700034P13Rik,-0.5693016536440837,1.181664867442266,-0.48668506909878073,1.1496655125855288,-0.2859079577420019,0.436009424699017,0.1847681157540039,0.6093117473940739,0.2100304597330916,0.7708075549997512,1,0.9255584286789615,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sgk3,0.19608177537142638,-0.4365878228569728,0.1093383961575983,-0.8933436505982909,-0.2859079910373778,0.5746676869657605,0.4157685379146724,0.8246799019269726,0.2057487772701815,0.7379541233129547,1,0.9757874224107346,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Mcmdc2,-0.283675618104355,0.17576565256535973,0.04113173220930657,1.1540968660149147,0,0.5277149549856865,0.7873289388850974,0.9538465018111393,0.10803106886078764,1,1,0.9961899610227773,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Snhg6,-0.08272444286229855,0.019195458647075194,-0.17095401780096364,0.023162736479929124,-0.03935621547821792,0.19945441389816482,0.8273771123232704,0.07385075758731215,0.7742505966614064,0.8675456837725577,1,1,0.8041071680226664,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tcf24,-1.4955323130273857,1.1130555215468514,-0.009734922545165552,1.5264446957603712,0,0.5692770639445472,0.671433316351927,0.9970510594357184,0.5627083071356462,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Cops5,-0.014773464537520988,-0.052441260871416685,-0.1193138001852298,-0.08866773653251211,0.10518746419114877,0.65251292493695,0.37079691152606253,0.2004771302007812,0.14033293490630455,0.6618352651602055,1,0.9625509440110156,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Cspp1,0.012503806650934562,-0.051719975183623104,0.1560720417120036,-0.07452020044639425,-0.09967131363517734,0.8226936414755588,0.540763086721429,0.1335989284051986,0.36208721002651023,0.8213567578009396,1,0.9922628470126523,0.9669074167856744,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Arfgef1,0.07438044642267642,-0.058186100608872325,-0.13845792803457138,0.09336332826148636,-0.21735554639497143,0.21452469485621134,0.5858354620699231,0.46637671311973494,0.37553922870221157,0.6760944965966154,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Cpa6,-0.21340883742695366,1.5551782079489638,0.13519859672896323,1.004982383980618,0,0.9398393329827968,0.5809258346457036,0.9620095600702829,0.7233056001085901,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Prex2,0.05458966297166792,-0.3457102633072886,-0.32902258851759486,0.22939340448547696,0.9614535019175988,0.5571901017951995,0.06200882322043238,0.27369021623273765,0.10713377525359213,0.18384145176093492,1,0.8765450477106844,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,A830018L16Rik,0.01292693723398837,0.032750418526289564,-0.2580321520220055,0.21884817500907164,0,0.9620064436022311,0.9297075176855788,0.45519395701544973,0.4769777746491972,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sulf1,-0.06237353803282756,-4.087207170946237e-4,0.04299597963604135,-0.08499561807272844,3.310254453078473,0.5848842317974821,0.99771404471774106,0.8933738611983133,0.5435054131593122,3.164370709639592e-6,1,1,1,1,9.069877546504481e-4
GSE250136,pseudobulk_deseq2,celltype_barcode,Slco5a1,-0.010184241962785168,-0.16321309756101748,0.4264255566453722,-0.31832351546974963,-0.766401335616713,0.9195273915541157,0.37130767806484116,0.21911930939747037,0.21392219569789925,0.35723590593760823,1,0.9625509440110156,1,1,1
