study,technique,analysis_level,gene,neural__log2FoldChange,neuromesodermal.progenitors__log2FoldChange,pluripotent__log2FoldChange,somitic__log2FoldChange,unknown__log2FoldChange,neural__pvalue,neuromesodermal.progenitors__pvalue,pluripotent__pvalue,somitic__pvalue,unknown__pvalue,neural__padj_celltype_BH,neuromesodermal.progenitors__padj_celltype_BH,pluripotent__padj_celltype_BH,somitic__padj_celltype_BH,unknown__padj_celltype_BH
GSE250136,pseudobulk_deseq2,celltype_barcode,Cd160,0,1.8070575022264752,0.3958016004766142,1.0016704685915054,0,1,0.7810404355528042,0.9514792802368128,0.8776073297748453,1,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Pdzk1,-1.5747629267292291,1.9779220456207618,-2.7606682962288267,0.2741923888943345,0,0.07110564271397568,0.02113980953069732,1.572520651873311e-4,0.7519680787086613,1,1,0.8079593649033944,0.013479588242039259,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gpr89,0.033956546415628196,0.044468330387158646,-0.2093719583167418,-0.03608451238266337,-0.17127995942872076,0.701187361146199,0.755190135728144,0.37124781927776096,0.7781139987104938,0.8078610775764516,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Acp6,-0.04449256917294783,-0.21418588270551064,-0.3636237808247402,0.12181584237931035,-1.3938206456358082,0.7598907235067831,0.31500078725499714,0.042168067086199724,0.5804233577264799,0.054056865039814356,1,0.9533048887583485,0.6485847830925646,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Bcl9,-0.026893886120268228,-0.14780498304717976,0.05211569332143117,-0.04524984172859656,0.21122541278844711,0.5601364330574166,0.05527288302840406,0.8055287841122691,0.526189870129542,0.5503769711212252,1,0.8718234850993064,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Chd1l,-0.0014856436537025062,0.12413972466571949,-0.05285100195105085,0.186815238767786,-0.3693810096060413,0.9809719614381287,0.27442425933030296,0.746620324825972,0.1160367482804267,0.5550070013687436,1,0.9439710623398081,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Fmo5,-0.6170629400808271,0.346368815885309,-0.02007805459742902,0.7542966633258095,0,0.6795724921711499,0.8167719036695515,0.98960190282447,0.6245022122119911,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Prkab2,0.032073708994217784,0.06378623548790618,-0.5980389163583755,-0.1947032721195985,-0.7464266774642618,0.7872371402753051,0.7748075508542186,0.08088029723110213,0.33984865367582,0.35819183722569664,1,0.9935390657625321,0.8280622189134149,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Pde4dip,-0.11847680603604972,-0.41963335527691203,0.5057487984411546,0.01314549372275703,0.3323413406478227,0.32960470532482766,0.044582542728641004,0.15015547711662228,0.945716794850776,0.6687253211719217,1,0.8466067948387066,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm31305,-1.2509578569697921,1.497083862726213,0.13981024567572597,0.7876888928283755,0,0.5533527834008589,0.4786765716201044,0.9477868112134581,0.7117251233416441,1,1,0.9916359463781679,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm15999,-0.23095550465700937,0.9797595948042986,0.18137299434238702,0.758418779598616,0,0.7674418555403125,0.30265367524020526,0.8574683317630444,0.4181334751683821,1,1,0.9496885081434016,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sec22b,0.048430475948855696,-0.05921514184166347,-0.03424173302777128,-0.025511044429426324,0.1822439896399387,0.30066453275345806,0.5095736459713204,0.8192938656997105,0.7739957873052735,0.700897830272225,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Notch2,-0.07095708356264163,-0.02490050361352892,0.6785517915295087,0.047708587613550055,0.5060582862405268,0.32254899765727046,0.8410777277557734,0.00914793944631035,0.6577790188067469,0.48451156507754434,1,1,0.30181618921423936,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Adam30,0.04334514864905102,0.29890752585124725,0.9280196331630067,0.21891097580667632,0,0.8116455909513433,0.3552879204708559,0.1273005654769611,0.48855738259578585,1,1,0.9586455697961136,0.9545165523310164,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Hmgcs2,-0.49745396775179435,2.292432965269894,0,0.8626752330056499,0,0.9390400269790466,0.7243641260943667,1,0.8944816530596873,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Phgdh,-0.0114701202681619,-0.08385212439965678,0.7117299141037786,0.24288524491214772,-0.17155154832120173,0.7728361399379435,0.15956869262469559,1.1823070091093258e-11,8.770692414270208e-5,0.4337948472594346,1,0.9201760454763919,4.252596034333622e-9,0.013296659640278735,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Zfp697,0.057314167624880126,-0.08182784885723561,0.47116791930202306,0.05198100551398348,-1.0039274510365523,0.7425399551605087,0.7697270907233379,0.4730113236547513,0.8338417843989663,0.22929197050405728,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Hsd3b2,-0.5267247503190678,0,0,1.001670456859269,0,0.9354598493626576,1,1,0.8776073311967881,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Wars2,0.2161459280691643,0.29678083256503585,0.20029350872179894,0.09902135739122274,-0.2922038737815558,0.20508632265851948,0.3252867477013494,0.7399809399032964,0.7134918725308892,0.7196406158270848,1,0.9559532361155965,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43024,0.9495295673429324,0.4934196224447318,0.6806192033726612,0.7566949369825946,0,0.22499073096670405,0.5779743110503344,0.49341055442383924,0.386219077516524,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42717,0.35415144819145944,0.7455705471941134,-0.08140137522777796,1.5540919818006866,0,0.7431601725961778,0.5319721815648768,0.9480973209388219,0.20860993461019947,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tbx15,0.256204708113056,0.5336538961584222,0.42601177821545905,-0.1236896306756989,0,0.7664370509106171,0.5819923854247562,0.6929898900999206,0.9019895117483763,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Wdr3,-0.021511331765410504,-0.02872458146696507,-0.06649903217904386,-0.08555616709200597,0.023960030920465995,0.7333200828402446,0.7785063136926723,0.6327023308218456,0.4003497212721006,0.9594943097597048,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gdap2,-0.11838831031763276,-0.16638877963185342,-1.2448559890223758,0.0610329310693128,0.8492038441540756,0.4365325862692191,0.5886708854437881,0.03157548795579158,0.8266008812122022,0.288682470871227,1,0.9922628470126523,0.5922502567086306,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tent5c,-0.15490776494850605,-0.4148073851930579,0.6245839468088062,-0.38426026160905347,-0.7670374032047425,0.6880653792117144,0.4941176887279939,0.40218672392257543,0.5401721410718694,0.37077259435649995,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Man1a2,-0.015333157397005442,0.06815447282023088,-0.038489345768663544,-0.015202582494363532,-0.10829055134709574,0.7521949866082532,0.3806797176124532,0.817897098407302,0.841078384274187,0.7741749830891922,1,0.967201085512599,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43466,-0.14989572861158598,-0.06302721001845311,0.14506788112303068,-0.19391374043542986,0,0.40984014973813626,0.8454520735591475,0.8310948552503041,0.5557528859464205,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42869,-0.3338988663371944,-0.19644871773030337,1.3397283563818745,0.14117579410949238,-0.2859079935075827,0.11310524099345089,0.5529225326641616,0.045419630764725244,0.6699242317790273,0.7349158762020155,1,0.9922628470126523,0.6654774015560063,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43462,-0.08903652989466236,-0.21398934681386816,-0.19513485296926017,-0.1768833195268358,-0.04607863252190883,0.46593811510384003,0.2729126634282338,0.5892874479924168,0.34120448277863463,0.9560243492043978,1,0.9439710623398081,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43463,-1.2614662610941199,0.8110824927466915,-0.06784307825910653,-0.458997552012241,0,0.15076276703290648,0.39797816446767503,0.9497107542243176,0.6520414003877864,1,1,0.9708731997785834,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Trim45,-0.3304533156473927,0.23523853418360502,0.25843325522800703,0.34064914690612286,0.18014821511699036,0.039904456639718734,0.4083196410866371,0.590688669389777,0.23586832660285373,0.8260396023577883,0.7913593001070275,0.9745591872742507,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ttf2,0.013522322920826335,0.001004151019855476,-0.06277305171865137,0.19856724083129698,0.7056305769836178,0.846657350711183,0.9934259633569,0.7079385744121034,0.0908509842278928,0.19515734832715328,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Cd101,-0.7696896406570031,1.8553577600147027,0,0.8626752330109367,0,0.9057763719117037,0.7753482320379255,1,0.8944816530590444,1,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ptgfrn,-0.12870397186218877,-0.0812176618125828,-0.3201491997980263,0.035997793021315026,0.39976529602094346,0.23104953303680772,0.6359196496211276,0.1691028799655984,0.8088815136070815,0.6213772594753395,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43465,-0.34945254978088536,-0.2944601066249987,0.43521451119085924,-0.8525395283791045,0,0.46043750246913057,0.6545450739766892,0.6007769754240093,0.2594991365699301,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Cd2,-0.8345262831441068,0,-0.05254747624440081,1.0738116757352278,0,0.7238058049571974,1,0.9820089616040392,0.6494847781464432,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Igsf3,-0.019154494299031734,0.10871500665585968,-0.014192654907339619,-0.014040698723790221,-1.2328462601424757,0.7885262231966924,0.3020489224664812,0.9357378718402897,0.8907754506455818,0.13023741983143466,1,0.9495016007927674,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42939,-0.33079513571350305,-0.24312672399709093,-0.8556458593063487,0.12360599433796973,0,0.3259113299010369,0.6419217278031205,0.20894617213805694,0.8036987853542209,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42938,-0.6072949599746941,1.8988297330610124,-0.22291546232526088,0.6139955088997842,0,0.3671753034584425,0.019049900601648486,0.8083083430769664,0.45298186491741355,1,1,0.7930003310735487,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Atp1a1,0.0396556197782765,0.05505897088544735,0.18562467656537562,-0.056456433845452465,0.5484716873990347,0.3340378645510818,0.4301620067939993,0.04675961525131903,0.37967087939627364,0.07022171307415155,1,0.9781567087472934,0.6741818087384773,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42937,0.041384123613503715,0.5253432337494558,0.9022719824978126,-0.067606750773569535,-0.28590799304593056,0.8917139518820941,0.3327606579401117,0.26789215581036974,0.8983952158164207,0.7354917153104409,1,0.9586455697961136,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42941,0.22712801837866467,-0.13524421615261784,-0.24173467763433346,-0.41144136028342954,0,0.35124862014881497,0.8069705968469599,0.7128212817614377,0.34408199821910473,1,1,0.9986727306805531,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Mab21l3,-0.5840943527781252,1.7770745004155626,0,0.5751957293354356,0,0.43377213345767984,0.05973732179805066,1,0.5488452687608065,1,1,0.8765450477106844,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Slc22a15,-1.3285966164294378,-0.1572730374091852,0.010114930969479578,-0.3080979294246792,-0.285907995587355,5.692910830697748e-13,0.624300898375545,0.9899655652272179,0.295397113280167,0.7322742673715761,2.90085434106443e-10,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Nhlh2,0.565127835828853,1.305431269685376,0,1.2653403747001106,0,0.8445526165979045,0.6567978477396983,1,0.6682255132476322,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Vangl1,-0.007397860005595139,0.4396009327413472,0.15663641688395402,0.13068628161706997,0.9816501075505346,0.953809471838513,0.014976528864309408,0.4286871611419409,0.5489027790539807,0.20523333440342478,1,0.7627259782744028,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ngf,-0.5267242769983526,0,0,1.0016704688082063,0,0.9354599072458877,1,1,0.8776073297485786,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42679,-0.5267244902278753,2.092528966473749,0.4045471100912826,0.9654332506898904,0,0.935459881169653,0.7475772693205809,0.9504084492134429,0.8820014890462634,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tspan2os,-0.3889325324935516,1.3188624523929058,0.16202002091319856,0.6452729820691495,0,0.7811329904429725,0.3661729811027201,0.912241561407562,0.6585698701836162,1,1,0.9612276092985889,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tspan2,-0.019251786696124262,-0.06323766585284574,0.3592962111733986,0.024518114117084943,-0.5260970536758522,0.9075630083418846,0.8264879467961026,0.5199191434704462,0.9174609541223543,0.5300692292642248,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Tshb,-0.526372646118453,2.4903911724433416,0,0.8626147654835882,0,0.9265221091767046,0.6625504240770057,1,0.8799491547158351,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42681,-0.26471419493611587,2.092532724824841,-0.11478551905280185,0,0,0.9675362883692956,0.747576831625115,0.9859197950073438,1,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sycp1,-1.037572604853305,1.8966117616600249,-0.45892976908005895,1.0167487701404891,0,0.48659641406030546,0.20323699079502172,0.7355786946944332,0.499581344579408,1,1,0.9293954651703877,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Sike1,0.029981317072764687,0.02027550313994216,-0.11318873244109919,0.017962366099939966,0.2020243708772073,0.7295666879516403,0.8820509023142037,0.5198626542524961,0.8930394829447568,0.6934410363899758,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Csde1,0.03113237703700477,0.07598109916960763,0.04436513476948177,-0.017257693766936835,-0.24879521488806464,0.32222757451989337,0.08010745928211534,0.49378835340189364,0.6680036433699396,0.1331173778391542,1,0.8803168535685436,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Nras,0.007071791273142263,0.017621693624719402,0.0652159056703181,-0.02234360795097065,-0.20497728798735415,0.830114971175657,0.7553215683939503,0.540351288187755,0.6915267990589928,0.40461146489977345,1,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43062,-0.05499949570725393,0.1649716785658922,0.09024041882742667,-0.14931510708461865,-0.04584180960418391,0.8423508347820936,0.7309128721724703,0.9036554482496556,0.7359040326490618,0.9565808574605308,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ampd1,0.07956818280037402,0.8523961118887899,-0.3642058219608199,0.03881999805901069,0,0.8830852405870887,0.21942564310296794,0.5925293534140558,0.954644497960218,1,1,0.9342611308744321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43063,0.9158616341361986,0.6267450142218371,-0.7339054079369094,-0.37820409318536835,0,0.10305694476247641,0.38159981013535843,0.36241961652869353,0.6258791130010619,1,1,0.967201085512599,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Dennd2c,-0.31210403216056504,2.71212964446691,-0.9194500610894063,-0.28396410068499656,0,0.6447712308010854,8.332538813655638e-4,0.029841581181541777,0.7181737966856496,1,1,0.26022590396455947,0.5809020141038996,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Bcas2,0.03388327873960384,0.04603948125737859,0.01621876023050294,0.015003344238032347,0.10604944987537167,0.1605023395745198,0.2728215032974773,0.7600798630274225,0.710315081002306,0.550999562172738,1,0.9439710623398081,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Trim33,0.057522270177838994,-0.09632115371290477,0.14031694394327698,0.024581918901000564,-0.6885027865147871,0.2273620117387569,0.23554280509249167,0.24422905671876524,0.7498585114951151,0.06606901909233741,1,0.9351250269522533,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43061,-0.1765787484958154,-0.7690544527125879,-0.5751954535782996,-0.6901401887593075,-0.7661367078077893,0.5106656872905873,0.10779536732839509,0.4273845363738963,0.22109499156183152,0.36291934377388857,1,0.906613871042511,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Syt6,0.5686809554494126,0.6151248194330633,0.18388239827095426,-0.1318415633321137,0,0.4327007148096407,0.5071752632192448,0.8525486840568253,0.8854189125616121,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43066,-0.3219676396028956,2.4784852509677666,0,0,0,0.960514632751503,0.7029797105689276,1,1,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Olfml3,-0.05750104034421089,-0.407493927951825,-0.3695116696370182,-0.14576249114997172,-0.05826631233447481,0.7118710696868815,0.0933699066889254,0.5659272143285201,0.6501686079154417,0.9434930205385258,1,0.8930118336635113,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Hipk1,-0.043222262267623796,-0.11145067011405481,-0.08903823284590874,0.06039423413964786,0.897399866484465,0.512110959556938,0.40072247809050754,0.7234458329722157,0.6304254711761383,0.12714944258893865,1,0.9713717688380354,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43149,-0.17591562625460738,0.521080803025365,0.24895828502341658,-0.035883305763232884,-0.7667509559874431,0.6242412681895593,0.33826529655066423,0.752343432213055,0.9506627522264197,0.36458845726536004,1,0.9586455697961136,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43387,-0.3854513854737253,0.752854912102709,1.5372739783193552,0.015548380802597702,0,0.35829202225027235,0.19149399136563572,0.058941788329822976,0.9805278988041438,1,1,0.9255584286789615,0.7325853556443392,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Dclre1b,-0.47601857793950103,-0.0730208085531848,0.29866113764769286,0.20236654758109815,0.8007747506686005,1.8178151499250302e-4,0.7727149033361839,0.39926004665296505,0.3859046284208929,0.30674037538528004,0.017100513389858848,0.9935390657625321,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ap4b1,0.0849527875319396,-0.30357025470025834,0.41350949035227424,0.13123209253314913,-0.28649628410377503,0.6393751271592919,0.38310527078797124,0.34149288463427574,0.655550606198266,0.7309854326113729,1,0.967201085512599,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Bcl2l15,4.286017029191578e-4,1.3485773602184408,0.1638870221066057,0.0522927369648057,0,0.9996800589551554,0.23465994166813783,0.8898163815264244,0.9644966397896914,1,1,0.9351250269522533,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ptpn22,-0.6272997226174181,2.1074377679370024,-0.24915707130346892,0,0,0.902915344736072,0.6819618714541693,0.9613540333750742,1,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm15472,0.25895386597560693,2.0830973359265132,0.6544681133361421,0.21702552712061157,0,0.940017660236351,0.5445420871658129,0.8491916416002289,0.9496373620494222,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Rsbn1,-0.04447850836242397,0.07914473821741815,-0.08407144645300928,0.027264538496897958,-1.041382918718448,0.47636499650632047,0.4653654866353308,0.6456235001419364,0.8039745299938215,0.04540353747012857,1,0.9882939438251811,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Phtf1os,0.11457070359317068,0.03724404961266785,1.1968247198124258,-0.4964210130392305,0,0.686638137744684,0.940432323872534,0.10777028324754076,0.392785960212967,1,1,1,0.9116424330679905,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Phtf1,0.08171155399000639,0.0032680950191943917,0.21974882288214023,-0.08492132296435025,0.3853497734906809,0.23704763846347457,0.9774022772762677,0.3674095115819842,0.4878524834746071,0.43815602133961634,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Magi3,-0.23263041089936992,-0.2844897051333711,0.46137816420160715,-0.038287616907339755,1.3155660265273645,0.007224759296189608,0.05705418234005128,0.11883273966306138,0.8403728843689081,0.06668798415427189,0.315432581886631,0.8743541527534675,0.9366643746476188,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42696,-0.17099314097455753,0.32633857195722743,0.47502177794733264,-1.0323379191173394,0,0.5345055558650791,0.4609865774844748,0.5387737915413449,0.14094208624474175,1,1,0.9877251459579519,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,9530097N15Rik,-0.3362027871571972,-0.03969718872686771,0.6809816339648596,-0.7706686352897065,0,0.2892772996571638,0.9337635839390801,0.40309570036530035,0.29174096768984253,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42700,0.010693339287255485,0.5377431754286289,-1.1803000573600608,-0.40365935860335966,0,0.9826116706840905,0.40604339124809813,0.15519251155542743,0.6308527776757507,1,1,0.9739359341138044,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42699,-0.0913515926195261,0.0017774493619915597,0.6191926372970883,6.435803751504168e-4,-0.04679450523604532,0.6316399711269185,0.9954798902579789,0.37139039928447093,0.9990065174673832,0.9553847492654315,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42702,-0.044982372392361455,-1.1952536403119998,-1.6958654837535863,-0.5692490657037697,-0.285907995493945,0.7588386653842895,4.9879269599103995e-5,0.010899589614644224,0.18116895071416353,0.7323946080472794,1,0.024414760072126975,0.33491134320106136,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42701,-0.11129312882851322,-0.4925488450852306,0.3259960160552542,0.37105171786482977,0,0.5371385034505257,0.12119628861104509,0.595105264229933,0.45237197186808825,1,1,0.9067629954974888,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43258,-0.2769069497504663,-0.009366425313611974,0.25935733192128885,-0.39999756573579165,0,0.23848336249530683,0.9799471576758385,0.7400796815865786,0.5025947567482987,1,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,C030032O16Rik,-0.03496439363539236,0.28964531242308333,-0.4512487018259706,-0.10772609280833949,0,0.9281720524525625,0.5729023513838436,0.5835622052047243,0.88053076748155,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43259,-0.233543342023725,0.06994811517371911,0.11253854180459481,0.3712141734683489,-0.2859079947553065,0.2024443038757501,0.8024531081929779,0.8449897380886296,0.3691790915296073,0.733340528029248,1,0.9977923569882506,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43260,0.00741976566139442,-0.2211772860546608,-0.03656756401235563,0.19956442755286644,-0.28590799505679554,0.9617885273172807,0.4194065580093335,0.9393291293692144,0.5619421377040875,0.7329556455857147,1,0.9761783971716955,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43256,-0.16515952049222438,-0.6313360466153246,0.12015492289176051,-0.3513363914830232,0,0.4977753170579762,0.13309254157904185,0.8656118207563082,0.5383323332092025,1,1,0.9110559313419496,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Lrig2,0.19817153235489607,0.44029328241230353,-0.0811332711455627,-0.0019413527964532989,-0.05100573086797964,0.05580447210278775,0.01088457287947658,0.7971429102189402,0.9916822759935661,0.9508874269779982,0.9148143308789441,0.7627259782744028,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43696,-0.124555971049219,0.16115432710096791,0.8844936114218189,0.059436489574766806,-0.7633828820907061,0.3813707197636334,0.4519938679204191,0.049463784073548574,0.8195714388646844,0.36008574644934155,1,0.9860295005350357,0.6941178891933353,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,A530041M06Rik,-0.426291080521779,0.20148798377519545,0.649637797823974,-0.18782946409871293,-0.7664404421976024,0.01619979297850636,0.49113497197572953,0.2459889421610547,0.5984361561296562,0.3580479340261109,0.5122246294351656,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,4930509H03Rik,-0.4085625448738242,0.05607815585611748,0.4060516863227745,-0.1585166640585445,-0.7664796482692168,0.013242947451309304,0.8373268794551594,0.3804718946662388,0.6083738535514375,0.3588646226000681,0.454910710141826,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Slc16a1,-0.08651557918302828,0.09353732150242416,0.17733260009460225,-0.19444590171014464,0.6503002449674795,0.1800603495660589,0.273403346385772,0.21374776591351494,0.06229731062286868,0.11573243197699057,1,0.9439710623398081,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43581,-0.23621530345297426,0.3989086827062191,0.08687289973821752,-0.08437407718908334,0,0.10043638022068675,0.1044355134865056,0.8423413153656907,0.7738376195485733,1,1,0.906613871042511,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm43585,0.2136828695535534,1.1467738954381994,-0.013053890613853064,1.2759841306283979,0,0.9127832277808539,0.5615076060223987,0.994804403950765,0.5237668042746542,1,1,0.9922628470126523,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm29561,-0.4326679669340834,2.0944589518977086,-0.608477079112134,1.009347335121528,0,0.8266544080652181,0.290126542273958,0.7610026486070598,0.6147826135786432,1,1,0.9490120464820053,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Ppm1j,-1.2206106881804246,1.6079130999211224,0.201691646072126,0,0,0.2951870198778534,0.1769725245087348,0.8541805417072605,1,1,1,0.9255584286789615,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Rhoc,0.010995323845087578,0.2688559942681987,-0.014568350562824448,0.007467979315396436,0.728259407107742,0.9201754170448221,0.13101146277532252,0.9460691979470784,0.9646007231234552,0.31055822537646893,1,0.9110559313419496,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Mov10,-0.21763215743710157,0.1631202332062804,-0.13789220389857207,-0.10310043978944237,15.994337228799344,0.32363865723421287,0.5886836831232851,0.3984937239525941,0.7412158543001519,2.3068124287153233e-81,1,0.9922628470126523,1,1,1.6926466876941555e-78
GSE250136,pseudobulk_deseq2,celltype_barcode,Capza1,0.021623987575526367,0.052516206334397006,-0.25889571946761936,-0.07530369986602665,-0.08996073357601696,0.661103553830924,0.49195861806642827,0.04041344730216252,0.3140087049333662,0.7678580574551938,1,0.9922628470126523,0.6416211618496666,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42658,-0.3763158686660172,0.10150940659126519,0.4547980048565562,0.19594340090110382,-0.7668984692162982,0.3077093364583436,0.8546598137586523,0.5811951022989136,0.7645288558376565,0.367754713602854,1,1,1,1,1
GSE250136,pseudobulk_deseq2,celltype_barcode,Gm42659,-0.6943337545747496,-0.1493096134857033,-0.15404611568706483,-0.34728830907797836,-0.046336724197025426,1.351554741076151e-4,0.6199674601785607,0.7965528794351437,0.3570889645216069,0.9556664122541192,0.013454465989093195,0.9922628470126523,1,1,1
