study,technique,analysis_level,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,n_selected_genes,padj_BH
GSE250136,pseudobulk_deseq2,sample_barcode,Hspb8,8.873816227164857,-0.3305592488657556,0.29652817234265627,1.2461270900347472,0.2642934732933951,0.7247656578802385,12491,0.7247656578802385
GSE250136,pseudobulk_deseq2,sample_barcode,Srrm4os,6.590727521329461,0.10597208325582541,0.3752761754704452,0.09309775525670716,0.7602753322790058,0.8790846319491558,12491,0.8790846319491558
GSE250136,pseudobulk_deseq2,sample_barcode,Srrm4,15.773368266377796,0.13992769706214203,0.22319798277558067,0.39860856076194295,0.5278087302352205,0.8492558147648439,12491,0.8492558147648439
GSE250136,pseudobulk_deseq2,sample_barcode,Suds3,383.6640544798553,-0.05701335749287887,0.03637263083177729,2.4647094986843854,0.1164292266135319,0.568751006819275,12491,0.568751006819275
GSE250136,pseudobulk_deseq2,sample_barcode,Taok3,59.73929795079287,-0.16241023636311258,0.10010237448615524,2.7082970954295433,0.09982750380883267,0.5376715773346838,12491,0.5376715773346838
GSE250136,pseudobulk_deseq2,sample_barcode,Pebp1,4695.802640736508,0.047906548870003125,0.014278872598691861,11.262660464746318,7.908178668388001e-4,0.08898482123258211,12491,0.08898482123258211
GSE250136,pseudobulk_deseq2,sample_barcode,Vsig10,7.302103516348437,-0.3474431614972356,0.25854092517100496,1.8092393055769236,0.17859950927520624,0.6462771608715465,12491,0.6462771608715465
GSE250136,pseudobulk_deseq2,sample_barcode,Wsb2,56.50501183486463,0.1022461258168679,0.1269142282830862,0.6938516232821144,0.40485738247009695,0.8082267964482434,12491,0.8082267964482434
GSE250136,pseudobulk_deseq2,sample_barcode,Rfc5,601.8925409744351,0.08955950975095035,0.03428612661666253,7.02199290860753,0.008051456885937835,0.19489328538438006,12491,0.19489328538438006
GSE250136,pseudobulk_deseq2,sample_barcode,Gm15728,8.549546124765696,0.061690712224538244,0.2448738011379527,0.15642713358182903,0.6924675005657667,0.8706756737934088,12491,0.8706756737934088
GSE250136,pseudobulk_deseq2,sample_barcode,Ksr2,12.483712032783322,-0.16541901776828097,0.19447011216180352,0.7864770220497235,0.37516752702116046,0.7957968258681618,12491,0.7957968258681618
GSE250136,pseudobulk_deseq2,sample_barcode,Fbxo21,201.9526594438513,-0.01256052833118055,0.049347755166580215,0.06547102081802336,0.7980488603454421,0.8868601755007091,12491,0.8868601755007091
GSE250136,pseudobulk_deseq2,sample_barcode,Fbxw8,179.40791838027857,0.028923607257017713,0.05334705932304249,0.31944292834182875,0.5719426170645452,0.8571849605642063,12491,0.8571849605642063
GSE250136,pseudobulk_deseq2,sample_barcode,Hrk,9.037939424159557,-0.10108884760935771,0.26324136736927617,0.15082087946456113,0.6977521276024549,0.8706756737934088,12491,0.8706756737934088
GSE250136,pseudobulk_deseq2,sample_barcode,Rnft2,14.940908463739321,0.06048907699321283,0.19298432641654556,0.18742930373164768,0.6650648536736165,0.8692221098661965,12491,0.8692221098661965
GSE250136,pseudobulk_deseq2,sample_barcode,2410131K14Rik,48.78961421454999,0.11879195580924137,0.09917273696593448,1.462221551252071,0.22657697926291842,0.6982091488349447,12491,0.6982091488349447
GSE250136,pseudobulk_deseq2,sample_barcode,Med13l,421.91058609616,-0.19949949066289724,0.05691358855742652,12.2975791270255,4.535461928854003e-4,0.07725797187593336,12491,0.07725797187593336
GSE250136,pseudobulk_deseq2,sample_barcode,Tbx3,25.677429842213662,-0.3804465263932997,0.38098832206044664,0.9906854487240082,0.31957490253223886,0.7621537908530691,12491,0.7621537908530691
GSE250136,pseudobulk_deseq2,sample_barcode,Rbm19,134.9890402347809,-0.033176770100582065,0.06137795971740124,0.3060570487832308,0.5801098772565649,0.8583661716050441,12491,0.8583661716050441
GSE250136,pseudobulk_deseq2,sample_barcode,Plbd2,103.45252857115506,-0.06563164636898874,0.06820057273645301,0.9403708776542885,0.3321824796672804,0.767615017769534,12491,0.767615017769534
GSE250136,pseudobulk_deseq2,sample_barcode,Slc8b1,12.191664077923425,-0.3511715749139067,0.21545475625823754,2.723809139452328,0.09886183354793157,0.5366294224309714,12491,0.5366294224309714
GSE250136,pseudobulk_deseq2,sample_barcode,Tpcn1,42.73113078453244,-0.2251983992246515,0.14132011351454857,2.556011786032883,0.10987545217769454,0.5570905312391823,12491,0.5570905312391823
GSE250136,pseudobulk_deseq2,sample_barcode,Rita1,47.5734933239976,-0.048052747468542704,0.10710917025156047,0.23866017714254895,0.6251754844438675,0.8685467588269343,12491,0.8685467588269343
GSE250136,pseudobulk_deseq2,sample_barcode,Ddx54,450.4543490696926,-0.009384393762352521,0.03488805148185945,0.17469677367097347,0.6759709295566453,0.870465300503903,12491,0.870465300503903
GSE250136,pseudobulk_deseq2,sample_barcode,Dtx1,17.968201642621064,-0.3923000878517491,0.1829814871420767,4.601078501011415,0.0319518498916633,0.33961127283072856,12491,0.33961127283072856
GSE250136,pseudobulk_deseq2,sample_barcode,Oas1c,6.040189415819168,0.061471073373441563,0.2845105823660709,0.0509340485104417,0.8214458579495002,0.8923837945356861,12491,0.8923837945356861
GSE250136,pseudobulk_deseq2,sample_barcode,Ptpn11,343.70702445859973,0.022070380038792782,0.04078152978881773,0.3077605918583117,0.5790576377254737,0.8583467713257972,12491,0.8583467713257972
GSE250136,pseudobulk_deseq2,sample_barcode,Rpl6,35501.63231673422,-0.018183248519611162,0.02472860430064673,0.5409632280448022,0.4620338074761423,0.8269272182632653,12491,0.8269272182632653
GSE250136,pseudobulk_deseq2,sample_barcode,Hectd4,50.5617108273827,-0.011029462952620929,0.11261467289720166,0.05528702014478881,0.8141063439598123,0.8901214587011852,12491,0.8901214587011852
GSE250136,pseudobulk_deseq2,sample_barcode,Trafd1,65.58971067401475,-0.051229169576475456,0.09659603803339518,0.34762021004860344,0.5554633726998177,0.8537494197989381,12491,0.8537494197989381
GSE250136,pseudobulk_deseq2,sample_barcode,Naa25,235.23979710925386,-0.03130518162797743,0.04846163876845708,0.44014739941019343,0.5070513205267554,0.8408145315660583,12491,0.8408145315660583
GSE250136,pseudobulk_deseq2,sample_barcode,Erp29,925.2791247725063,0.004803010740004458,0.024172648221174504,0.06450335222032777,0.7995147936149541,0.8868601755007091,12491,0.8868601755007091
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem116,5.518005859457586,0.20333802641659965,0.29333233589379987,0.5372760597492032,0.4635638131088087,0.8275033774139312,12491,0.8275033774139312
GSE250136,pseudobulk_deseq2,sample_barcode,Mapkapk5,13.938175324566778,0.06509160407258321,0.18414976624136598,0.12620537773793217,0.7223993416250178,0.8749839326993787,12491,0.8749839326993787
GSE250136,pseudobulk_deseq2,sample_barcode,Aldh2,267.4717095593785,-0.0288988357303704,0.07055677198242351,0.18018454162287867,0.6712146963475465,0.8695859386049365,12491,0.8695859386049365
GSE250136,pseudobulk_deseq2,sample_barcode,Acad12,8.456402124027951,0.18593454628483871,0.25771231465429223,0.6871400754729962,0.407138853852078,0.8089687889291064,12491,0.8089687889291064
GSE250136,pseudobulk_deseq2,sample_barcode,Acad10,8.86832422238719,0.1387411744063684,0.23504904905498467,0.40287151244403674,0.5256100020465019,0.8489420568422098,12491,0.8489420568422098
GSE250136,pseudobulk_deseq2,sample_barcode,Brap,82.25789368213705,-0.0031565771069303724,0.07726503639269697,0.010696327883067624,0.9176272166361633,0.9356052192478106,12491,0.9356052192478106
GSE250136,pseudobulk_deseq2,sample_barcode,Atxn2,358.3785943011248,-0.07195211327097069,0.0441409341344536,2.903849715548006,0.08836827627795293,0.512404721778845,12491,0.512404721778845
GSE250136,pseudobulk_deseq2,sample_barcode,Gm16552,7.281163530520583,0.02937442916671024,0.27046671963586905,0.07586832121747022,0.7829766441026369,0.8842913721712574,12491,0.8842913721712574
GSE250136,pseudobulk_deseq2,sample_barcode,Sh2b3,42.36502217300062,-0.04498363051142243,0.10704438814736851,0.17944524363784353,0.6718504234267906,0.869907271904992,12491,0.869907271904992
GSE250136,pseudobulk_deseq2,sample_barcode,Pheta1,61.10886743415182,-0.06907800065748834,0.09491891059174878,0.5345775384949434,0.4646886994560284,0.8276799216152602,12491,0.8276799216152602
GSE250136,pseudobulk_deseq2,sample_barcode,Cux2,27.26689108279872,-0.10545096066543574,0.13387262813821788,0.646560889492747,0.4213449414673306,0.8154578198958256,12491,0.8154578198958256
GSE250136,pseudobulk_deseq2,sample_barcode,Ppp1cc,1879.3356986227639,0.0016748567471788882,0.02338075083282482,0.007931451947854384,0.9290352599822502,0.9422371414679906,12491,0.9422371414679906
GSE250136,pseudobulk_deseq2,sample_barcode,Hvcn1,40.16529426440956,-0.02372740213008192,0.11489131277646657,0.045796461377932474,0.8305462165450513,0.8958188916296653,12491,0.8958188916296653
GSE250136,pseudobulk_deseq2,sample_barcode,Tctn1,32.32142624919223,0.028424162826416022,0.12966717493989124,0.060926237617081824,0.8050379284148255,0.8880088073744742,12491,0.8880088073744742
GSE250136,pseudobulk_deseq2,sample_barcode,Pptc7,90.4443129273959,-0.11865666671296497,0.07505043242876466,2.8468467726532936,0.0915533422941123,0.5188164039708,12491,0.5188164039708
GSE250136,pseudobulk_deseq2,sample_barcode,Rad9b,44.10225737253515,0.17518514033036012,0.1082317094827992,2.8629479603099526,0.09064124310992037,0.5162376317569108,12491,0.5162376317569108
GSE250136,pseudobulk_deseq2,sample_barcode,Vps29,670.6747017411956,0.03158629870945198,0.03098351159802966,1.0841344317898347,0.29777449311737164,0.7515911842087664,12491,0.7515911842087664
GSE250136,pseudobulk_deseq2,sample_barcode,Fam216a,393.95716307056426,0.02172445708465538,0.03704841862420966,0.39327755729178193,0.5305815903413653,0.8499158186090983,12491,0.8499158186090983
GSE250136,pseudobulk_deseq2,sample_barcode,Gpn3,146.61026726598124,0.012014378262067584,0.062149877462466724,0.05391419400038444,0.8163871029810966,0.8904701105666525,12491,0.8904701105666525
GSE250136,pseudobulk_deseq2,sample_barcode,Arpc3,844.4346278252592,-0.022065506533914928,0.026397668907467583,0.7073627909439608,0.40032069399936804,0.8048483213290974,12491,0.8048483213290974
GSE250136,pseudobulk_deseq2,sample_barcode,Gm42829,6.489867274185215,0.21675722174997847,0.26221675580035214,0.6908699443490889,0.40586863794610123,0.8082267964482434,12491,0.8082267964482434
GSE250136,pseudobulk_deseq2,sample_barcode,Anapc7,253.87399142329616,0.02758115087931537,0.05125043806263172,0.4454043283746216,0.5045254839357244,0.8401151820827725,12491,0.8401151820827725
GSE250136,pseudobulk_deseq2,sample_barcode,Atp2a2,515.0955490919625,-0.055032917010862374,0.03285280760981978,2.9548714310120943,0.08561911590993156,0.5049021518956776,12491,0.5049021518956776
GSE250136,pseudobulk_deseq2,sample_barcode,Ift81,221.22667134599365,0.06123615282340935,0.04886568918417268,1.575750448347236,0.20937387053146542,0.6817204491496358,12491,0.6817204491496358
GSE250136,pseudobulk_deseq2,sample_barcode,P2rx4,24.43459138374558,0.019065343868969725,0.18651267059934662,0.010668459250155138,0.9177342137059734,0.935637933979888,12491,0.935637933979888
GSE250136,pseudobulk_deseq2,sample_barcode,Camkk2,78.06876670030678,0.14058484283794428,0.07931515769532697,3.1491137407583096,0.07596821341803175,0.48173416029529287,12491,0.48173416029529287
GSE250136,pseudobulk_deseq2,sample_barcode,Anapc5,1069.685291913328,0.028318722573758767,0.02409154145555573,1.465925062368484,0.2259897292140072,0.6977595796813874,12491,0.6977595796813874
GSE250136,pseudobulk_deseq2,sample_barcode,Rnf34,255.39176802660833,0.01888575437439089,0.0450999110645266,0.21160128922582544,0.6455152146533524,0.8687397193882632,12491,0.8687397193882632
GSE250136,pseudobulk_deseq2,sample_barcode,Kdm2b,275.2619035728822,0.009168681729706762,0.04911403053135026,0.04625489827446927,0.8297131176412779,0.8955919711323019,12491,0.8955919711323019
GSE250136,pseudobulk_deseq2,sample_barcode,A930024E05Rik,25.21918486829951,-0.18194404760813448,0.1649864696237601,1.2311533320531112,0.26718285965840843,0.7274539863957662,12491,0.7274539863957662
GSE250136,pseudobulk_deseq2,sample_barcode,Orai1,51.156437771860084,-0.124099364286817,0.09918375399957652,1.609047852725098,0.20462569631571978,0.6770264760220768,12491,0.6770264760220768
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem120b,9.916074791227846,-0.12089352261557604,0.22355221910475828,0.37183156242515736,0.5420075985086321,0.8527112867329406,12491,0.8527112867329406
GSE250136,pseudobulk_deseq2,sample_barcode,Rhof,5.650898826199289,0.16337018695761987,0.32795671386458264,0.41059424134671474,0.5216680459435277,0.8470062135341464,12491,0.8470062135341464
GSE250136,pseudobulk_deseq2,sample_barcode,AI480526,29.166435211063057,0.16305168864036676,0.14342273875462375,1.2933273065283402,0.25543567474074347,0.7159589185879804,12491,0.7159589185879804
GSE250136,pseudobulk_deseq2,sample_barcode,4932422M17Rik,43.673439457087035,-0.037324312930211705,0.10534397284852025,0.12825703048062564,0.7202460986210591,0.8743065403719535,12491,0.8743065403719535
GSE250136,pseudobulk_deseq2,sample_barcode,Setd1b,213.95373552349827,-8.884413031675917e-4,0.04761797369065849,0.07919538977293428,0.7783907688530564,0.8830026130084002,12491,0.8830026130084002
GSE250136,pseudobulk_deseq2,sample_barcode,Psmd9,273.5087627082728,-0.011985149763182134,0.04118411366271353,0.09010548243043104,0.764043099380137,0.8796108683987383,12491,0.8796108683987383
GSE250136,pseudobulk_deseq2,sample_barcode,Wdr66,8.244098895616705,-0.05145972862385849,0.2626424863536626,0.0461594965319847,0.8298861302892288,0.8955919711323019,12491,0.8955919711323019
GSE250136,pseudobulk_deseq2,sample_barcode,Gm15860,8.872450260922047,0.04877995741114876,0.2225947835952972,0.049554697390959745,0.8238399527069815,0.893259308091565,12491,0.893259308091565
GSE250136,pseudobulk_deseq2,sample_barcode,Bcl7a,495.45743153151136,0.054896690772872715,0.03799459800860057,2.1081191609591485,0.14651930446958217,0.6112133239254234,12491,0.6112133239254234
GSE250136,pseudobulk_deseq2,sample_barcode,5830487J09Rik,15.64864385879849,-6.574647427476633e-5,0.17248678286262648,0.022231583199072702,0.881472679952399,0.9157513712796697,12491,0.9157513712796697
GSE250136,pseudobulk_deseq2,sample_barcode,Mlxip,59.56342396280687,-0.06686896853383198,0.10993719656828041,0.37003180964092053,0.5429869296712022,0.8530016463182568,12491,0.8530016463182568
GSE250136,pseudobulk_deseq2,sample_barcode,Gm43813,31.21416784710525,0.1130801914423024,0.13848721731306476,0.6899063650399739,0.40619623125733834,0.8084464246235162,12491,0.8084464246235162
GSE250136,pseudobulk_deseq2,sample_barcode,Diablo,380.1921740416617,0.02935328348342402,0.037956748898834033,0.6848009271278386,0.4079384280363771,0.8094616539258467,12491,0.8094616539258467
GSE250136,pseudobulk_deseq2,sample_barcode,Vps33a,73.58415455248021,-0.10708253994460708,0.08358369599999127,1.6418726929125,0.20006872075236076,0.6721882934950417,12491,0.6721882934950417
GSE250136,pseudobulk_deseq2,sample_barcode,Clip1,376.0014262114156,0.0015264009336359086,0.037547364070682335,0.047889359443018975,0.8267775096569047,0.893975232908016,12491,0.893975232908016
GSE250136,pseudobulk_deseq2,sample_barcode,Zcchc8,266.80032560625114,0.042327159443784276,0.04258632871209117,0.9884740538485914,0.32011561525251025,0.7624416541769361,12491,0.7624416541769361
GSE250136,pseudobulk_deseq2,sample_barcode,Rsrc2,1089.7859542812555,-0.0031470967736439695,0.0257625637295998,0.01662674952504517,0.8974013638510259,0.9241066820386833,12491,0.9241066820386833
GSE250136,pseudobulk_deseq2,sample_barcode,Kntc1,84.18717483831537,0.003516742758393703,0.08205739822346735,0.08015997618011284,0.7770807330495244,0.8828578902540436,12491,0.8828578902540436
GSE250136,pseudobulk_deseq2,sample_barcode,Denr,1682.11755943973,-0.037680522566903824,0.0224007012966338,2.8488092559527445,0.0914416402304648,0.5188164039708,12491,0.5188164039708
GSE250136,pseudobulk_deseq2,sample_barcode,Ccdc62,24.365099781764492,-0.10629594258677892,0.15135361717151372,0.6941607285214104,0.4047527580069247,0.8082267964482434,12491,0.8082267964482434
GSE250136,pseudobulk_deseq2,sample_barcode,Hip1r,27.533158175564573,0.1639038695473409,0.1638481110828859,1.0036703574814965,0.31642401567639755,0.759595971666014,12491,0.759595971666014
GSE250136,pseudobulk_deseq2,sample_barcode,Vps37b,84.61541149979064,-0.03691235783212797,0.08778515463375361,0.24270601424635174,0.6222584838426576,0.8674180848183997,12491,0.8674180848183997
GSE250136,pseudobulk_deseq2,sample_barcode,Ogfod2,17.90372963371462,-0.14399624637395556,0.17905272211709117,0.6514880625121862,0.419581160315433,0.8154270844035643,12491,0.8154270844035643
GSE250136,pseudobulk_deseq2,sample_barcode,Arl6ip4,744.6141728605476,0.03922897890576768,0.030092897937373398,1.7032116829625465,0.1918684940915192,0.6612465877120545,12491,0.6612465877120545
GSE250136,pseudobulk_deseq2,sample_barcode,Pitpnm2,46.93026606334415,-0.22797576288372445,0.11783880522857273,3.8103366708014903,0.05093721106512864,0.4099451109354421,12491,0.4099451109354421
GSE250136,pseudobulk_deseq2,sample_barcode,Mphosph9,183.6798490136103,-0.019819014470487305,0.053433793485071795,0.15614443925576893,0.6927313343693524,0.8706756737934088,12491,0.8706756737934088
GSE250136,pseudobulk_deseq2,sample_barcode,2810006K23Rik,302.8334943820208,0.1210044510752007,0.043405845232717,7.8117260104136506,0.005190830258937334,0.17016658775361496,12491,0.17016658775361496
GSE250136,pseudobulk_deseq2,sample_barcode,Cdk2ap1,1164.7539054574804,0.004400646291372253,0.02814189585071064,0.028166324148742206,0.8667183912078784,0.9093080811580345,12491,0.9093080811580345
GSE250136,pseudobulk_deseq2,sample_barcode,Sbno1,620.1630532768536,0.011510902518185154,0.028118092127387775,0.18982068761431492,0.6630658995526255,0.8692221098661965,12491,0.8692221098661965
GSE250136,pseudobulk_deseq2,sample_barcode,Kmt5a,1196.0930215254841,0.03111465157834526,0.02721073363425826,1.3648429636529897,0.24269991392673151,0.7075914857481037,12491,0.7075914857481037
GSE250136,pseudobulk_deseq2,sample_barcode,Rilpl2,147.11330752917144,0.1938589617279452,0.06463745192178204,9.03976857551666,0.0026416907782168693,0.1369075428212809,12491,0.1369075428212809
GSE250136,pseudobulk_deseq2,sample_barcode,Snrnp35,145.36981072873093,0.05059451329410058,0.06485012188046319,0.6905542970150691,0.4059759077350489,0.8082267964482434,12491,0.8082267964482434
GSE250136,pseudobulk_deseq2,sample_barcode,Rilpl1,90.46881588729245,0.030618535031325753,0.08757034091114671,0.2331581842131243,0.629191906334921,0.8687397193882632,12491,0.8687397193882632
GSE250136,pseudobulk_deseq2,sample_barcode,Tmed2,1286.0610841644263,0.006063802585256612,0.02533074802320749,0.06597812572567818,0.79728524802543,0.8868601755007091,12491,0.8868601755007091
GSE250136,pseudobulk_deseq2,sample_barcode,Ddx55,196.515772505916,-0.00687529975979541,0.05065311775847389,0.09039124021094835,0.7636803627372127,0.8795706463147442,12491,0.8795706463147442
GSE250136,pseudobulk_deseq2,sample_barcode,Eif2b1,270.43194488651875,0.05964217827526761,0.044054329886900834,1.87742747366579,0.17062682040944088,0.6369701481383653,12491,0.6369701481383653
GSE250136,pseudobulk_deseq2,sample_barcode,Gtf2h3,241.46585371918061,0.026947577897855263,0.05260576587202378,0.3803233730847069,0.5374302233579926,0.851909949136162,12491,0.851909949136162
GSE250136,pseudobulk_deseq2,sample_barcode,Tctn2,62.23610013010363,0.16791627266485193,0.13285845557354733,1.6253904631275589,0.20234179957424492,0.6755798476756283,12491,0.6755798476756283
GSE250136,pseudobulk_deseq2,sample_barcode,Atp6v0a2,71.70239432202145,-0.07578969097015979,0.08992573163667414,0.7571576979554777,0.38421948006593254,0.7974573311886538,12491,0.7974573311886538
GSE250136,pseudobulk_deseq2,sample_barcode,Ccdc92,27.11049590447697,-0.04859997313692728,0.1415259391878451,0.3511883614010287,0.5534411971926834,0.8537494197989381,12491,0.8537494197989381
GSE250136,pseudobulk_deseq2,sample_barcode,Zfp664,701.5401730180129,-0.014412012549724686,0.03635834759352739,0.2101138624496457,0.6466781744350494,0.8687397193882632,12491,0.8687397193882632
GSE250136,pseudobulk_deseq2,sample_barcode,Ncor2,193.353624116993,-0.08168967141551398,0.06639328057015059,1.5126055017938427,0.21874194000470443,0.6933548105123999,12491,0.6933548105123999
GSE250136,pseudobulk_deseq2,sample_barcode,Scarb1,96.59354572650824,0.22377632223463167,0.07474129420280702,9.29070413077892,0.002303196138364257,0.1294606981152816,12491,0.1294606981152816
GSE250136,pseudobulk_deseq2,sample_barcode,Ubc,965.1559767388629,0.003372217182503525,0.053790284614317764,0.009557039437083859,0.9221227818723626,0.9383193563603116,12491,0.9383193563603116
GSE250136,pseudobulk_deseq2,sample_barcode,Dhx37,64.15770688488351,0.0744142226040606,0.08580841368556434,0.756340591594892,0.38447615693050324,0.797559740917121,12491,0.797559740917121
GSE250136,pseudobulk_deseq2,sample_barcode,Bri3bp,559.4944990857455,0.024969985752465444,0.03433659096910593,0.5502704101440941,0.4582072257520229,0.8269272182632653,12491,0.8269272182632653
GSE250136,pseudobulk_deseq2,sample_barcode,Aacs,65.40014996500977,0.016030081266653045,0.09424623178682762,0.043559663471540944,0.8346750084195249,0.8971462706151355,12491,0.8971462706151355
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem132c,288.72557667283127,-0.41338006031831853,0.14821908276991885,7.7603966588204685,0.00534042308525627,0.17037109914889895,12491,0.17037109914889895
GSE250136,pseudobulk_deseq2,sample_barcode,Slc15a4,40.46567417055531,-0.05044152999491413,0.11209753186881632,0.21678845311288342,0.6414979273289234,0.8687397193882632,12491,0.8687397193882632
GSE250136,pseudobulk_deseq2,sample_barcode,Glt1d1,41.950735711899625,0.06465966533697881,0.11157579910330918,0.5276161273025934,0.46761081686641826,0.8290299704928246,12491,0.8290299704928246
GSE250136,pseudobulk_deseq2,sample_barcode,Fzd10os,97.23496785256617,-0.004664992169727992,0.08650679517861641,0.006466041001601752,0.9359098242340884,0.9471895247690948,12491,0.9471895247690948
GSE250136,pseudobulk_deseq2,sample_barcode,Fzd10,160.9649219871284,-0.038908494568797115,0.08565665542542404,0.20720630120746364,0.6489659442692057,0.8687397193882632,12491,0.8687397193882632
GSE250136,pseudobulk_deseq2,sample_barcode,Stx2,70.631967467096,-0.0015674972198155292,0.08371070066273027,0.032634476066135676,0.8566421907776223,0.905506174916427,12491,0.905506174916427
GSE250136,pseudobulk_deseq2,sample_barcode,Ran,11441.555929097865,0.0353338203844344,0.014864348108261653,5.660492964154116,0.017351245479522517,0.2618854158439837,12491,0.2618854158439837
GSE250136,pseudobulk_deseq2,sample_barcode,Sfswap,406.8625456642385,-0.016658072039960028,0.03684722588391174,0.3639555282589413,0.5463176011025652,0.8536258869548142,12491,0.8536258869548142
GSE250136,pseudobulk_deseq2,sample_barcode,Mmp17,12.403468835675119,-0.15648747818021302,0.20138214930039605,0.7002246275586117,0.4027082264291302,0.8067551961180228,12491,0.8067551961180228
GSE250136,pseudobulk_deseq2,sample_barcode,Zfp11,14.650502644241461,-0.2550722423376574,0.18709315539611396,1.8653913288279398,0.17200385102677462,0.6385154192699699,12491,0.6385154192699699
GSE250136,pseudobulk_deseq2,sample_barcode,Mrps17,598.4919347392126,0.009757423387577442,0.03298661769746879,0.09024389850594616,0.7638673179004029,0.8795706463147442,12491,0.8795706463147442
GSE250136,pseudobulk_deseq2,sample_barcode,Nipsnap2,149.61574813365604,-0.04044185582552083,0.06017685943335273,0.48202649999564073,0.4875058264978423,0.8339450433282062,12491,0.8339450433282062
GSE250136,pseudobulk_deseq2,sample_barcode,Psph,346.50315486208046,0.06080283022324242,0.05674475720764267,1.148801981013861,0.2838000774088755,0.7396284806952832,12491,0.7396284806952832
GSE250136,pseudobulk_deseq2,sample_barcode,Cct6a,3630.169284942793,-0.019494787051628666,0.018673436153917033,1.0898071854510363,0.2965139342809497,0.7502222236337758,12491,0.7502222236337758
GSE250136,pseudobulk_deseq2,sample_barcode,Sumf2,144.1443262920061,0.04027644023345129,0.06476850509461217,0.4195769384577659,0.5171482192495107,0.8443374194021424,12491,0.8443374194021424
GSE250136,pseudobulk_deseq2,sample_barcode,Phkg1,16.17466249817436,0.1806581694741968,0.22110788381578947,0.8030053882218908,0.37019632419674414,0.7918739662985672,12491,0.7918739662985672
GSE250136,pseudobulk_deseq2,sample_barcode,Chchd2,7474.911858208316,-0.022548104521245532,0.013907562461329983,2.628602298659928,0.10495406809729677,0.5488204097374183,12491,0.5488204097374183
GSE250136,pseudobulk_deseq2,sample_barcode,Zbed5,19.136362909839804,-0.07777458944201818,0.19170707707073392,0.18927251300354442,0.6635227894876743,0.8692221098661965,12491,0.8692221098661965
GSE250136,pseudobulk_deseq2,sample_barcode,Nupr1l,14.911091132048572,0.18523668090538234,0.17872331891952956,1.1367693518553779,0.2863360161425565,0.7416491618741249,12491,0.7416491618741249
GSE250136,pseudobulk_deseq2,sample_barcode,Vkorc1l1,213.09150578661732,0.025499239461117623,0.048771789685564955,0.2739510729513768,0.6006935893368551,0.8610338458651268,12491,0.8610338458651268
GSE250136,pseudobulk_deseq2,sample_barcode,Gusb,66.43550982716211,-0.2493693296107064,0.147989889449845,2.830274306765375,0.0925025584251879,0.5206499987450135,12491,0.5206499987450135
GSE250136,pseudobulk_deseq2,sample_barcode,Asl,85.10007146085184,-0.035812199072112076,0.0905502180613285,0.2929868621456819,0.5883128059971435,0.8591592479374591,12491,0.8591592479374591
GSE250136,pseudobulk_deseq2,sample_barcode,Crcp,179.1017839645838,0.02122216891134317,0.051309342217818174,0.1727123241885522,0.6777124438703171,0.8706756737934088,12491,0.8706756737934088
GSE250136,pseudobulk_deseq2,sample_barcode,Tpst1,188.0199244842658,0.027204939931445914,0.05000796250184126,0.3184763592088302,0.5725247391382239,0.8572486523959457,12491,0.8572486523959457
GSE250136,pseudobulk_deseq2,sample_barcode,Rabgef1,42.78017009960486,-0.14060336953551483,0.10666590873714074,1.7446707187323227,0.1865481023558685,0.6543065988275196,12491,0.6543065988275196
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem248,220.06556712184477,-0.02884043166286888,0.051403767201179736,0.35930091128301456,0.5488947480149322,0.8537494197989381,12491,0.8537494197989381
GSE250136,pseudobulk_deseq2,sample_barcode,Sbds,299.1450890094767,-0.006192099354099289,0.053759367170349195,0.09014523337191349,0.7639926026201107,0.8796108683987383,12491,0.8796108683987383
GSE250136,pseudobulk_deseq2,sample_barcode,Tyw1,123.88291052624893,-0.0412019632342375,0.06452999800052012,0.4081870875118341,0.5228911052436515,0.8483904786299308,12491,0.8483904786299308
GSE250136,pseudobulk_deseq2,sample_barcode,Galnt17,8.90800247206357,-0.3486902871809564,0.2363360655876357,2.188089266786605,0.13908175545045678,0.6012325635827737,12491,0.6012325635827737
GSE250136,pseudobulk_deseq2,sample_barcode,Auts2,1399.834960559592,-0.11702778013497134,0.051489565036232525,5.168772117466062,0.022996465025010966,0.2905805916418381,12491,0.2905805916418381
GSE250136,pseudobulk_deseq2,sample_barcode,Castor2,31.923647258809087,-0.15969373304714032,0.13558344272735762,1.3952703439985896,0.23751707714003387,0.7055978063134455,12491,0.7055978063134455
GSE250136,pseudobulk_deseq2,sample_barcode,Rcc1l,103.11808267810653,0.0353999746951414,0.07223696542894592,0.439157766336848,0.5075292460235585,0.8409445851464905,12491,0.8409445851464905
GSE250136,pseudobulk_deseq2,sample_barcode,Gtf2ird2,18.22598415070559,-0.050255515625422006,0.16944467114318706,0.237438670673356,0.626062193032389,0.8685467588269343,12491,0.8685467588269343
GSE250136,pseudobulk_deseq2,sample_barcode,Gtf2i,1027.186962574599,-0.006899560566245267,0.028768178471855612,0.09062075783646151,0.7633894689876971,0.8795706463147442,12491,0.8795706463147442
