study,technique,analysis_level,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj_BH
GSE250136,pseudobulk_deseq2,sample_barcode,Nfxl1,208.59410999185533,-0.059648715519089665,0.05468219254846647,-1.0908252346725347,0.2753497904105408,0.7718735214147839,0.9092590842109761
GSE250136,pseudobulk_deseq2,sample_barcode,Zar1,0.3455327114630189,-0.2654605846166834,1.0227519710185684,-0.25955519240144675,0.7952069032127521,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Gm5868,0.49562514682030606,0.7444670067523822,1.0355582746385366,0.7189040201646206,0.47220005928414027,NA,0.9804266527942409
GSE250136,pseudobulk_deseq2,sample_barcode,Cnga1,0.5118378634124807,-0.7850153336252683,0.8926217246003054,-0.8794490566278558,0.3791578433215939,NA,0.9552123549186301
GSE250136,pseudobulk_deseq2,sample_barcode,Nipal1,0.9198678217667995,-0.430140081009218,0.6728870393367355,-0.6392456026990904,0.5226631699462065,NA,0.9884261020096096
GSE250136,pseudobulk_deseq2,sample_barcode,Txk,4.224416226226237,0.26729327615506476,0.3427727423924081,0.7797973499569167,0.4355101664523433,0.8627287004499005,0.9742949309211391
GSE250136,pseudobulk_deseq2,sample_barcode,Tec,10.56393931673042,0.07793843666100059,0.22677462153877298,0.3436823579823503,0.7310851801740623,0.9470834004715817,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Slain2,230.7320075756716,-0.052340034562780455,0.04575785517937018,-1.1438480749940796,0.2526866483300309,0.7551978875487594,0.8949373862255359
GSE250136,pseudobulk_deseq2,sample_barcode,Slc10a4,1.1463194722712775,0.584518934791566,0.6830032657484855,0.8558069398848437,0.39210457591712405,NA,0.9601862919035029
GSE250136,pseudobulk_deseq2,sample_barcode,Fryl,177.16789189898162,0.057419107785479206,0.05695864967166262,1.0080840770711892,0.31341410106287193,0.7991739231896795,0.9280963650348915
GSE250136,pseudobulk_deseq2,sample_barcode,Gm17207,0.12383916232255998,0.1389493030225872,2.1999991408639015,0.06315879876572325,0.9496400530652113,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Ociad1,618.1529589429733,-0.021354282962452512,0.027887099073539562,-0.765740563625506,0.44383068595101915,0.8681295365098158,0.9772408653873077
GSE250136,pseudobulk_deseq2,sample_barcode,Ociad2,115.76075749752351,-0.22055397046650313,0.14057217123991117,-1.5689732080049394,0.11665418196286668,0.6024132595831743,0.7490039600723929
GSE250136,pseudobulk_deseq2,sample_barcode,Cwh43,0.1320822825481457,-0.10570084146134594,1.8603688965679028,-0.056817140759742805,0.9546908596426303,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Dcun1d4,47.803049848379715,0.07386435259917662,0.10352602118376582,0.7134858633083397,0.4755451578123005,0.8761477351682457,0.9804266527942409
GSE250136,pseudobulk_deseq2,sample_barcode,Sgcb,69.5569029359248,0.21169800337541034,0.0901893716400704,2.3472610965764247,0.01891199695466435,0.29551106888920414,0.3847258881337006
GSE250136,pseudobulk_deseq2,sample_barcode,C78283,1.4957756563436764,-1.0998254055927854,0.7617627910503114,-1.443789875948596,0.1487980906793277,NA,0.8006589902227825
GSE250136,pseudobulk_deseq2,sample_barcode,Usp46,339.9747754713407,-0.16574514841004517,0.05484317912591101,-3.0221652182037313,0.0025097352445936387,0.14408400540196367,0.19263005576077705
GSE250136,pseudobulk_deseq2,sample_barcode,Dancr,331.6691165099299,0.02868518790335935,0.04568275076303708,0.627921642725796,0.5300552722812162,0.8954652572085762,0.991218486334533
GSE250136,pseudobulk_deseq2,sample_barcode,Rasl11b,237.62288756778045,-0.06796960848701043,0.07947932207237714,-0.8551860624215505,0.39244815085656526,0.8437450764498484,0.9603143894203714
GSE250136,pseudobulk_deseq2,sample_barcode,Scfd2,22.112013951401718,0.020897280115480203,0.16115285061071427,0.12967366097643726,0.8968246220830499,0.9801253615643579,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Fip1l1,1057.7476547237382,-0.06684735495100844,0.025665631864742224,-2.6045474081173503,0.00919956928165338,0.21815157102158714,0.28671820811608284
GSE250136,pseudobulk_deseq2,sample_barcode,Lnx1,6.047851639009697,-0.2600848826620344,0.2906571906404265,-0.8948166122743089,0.3708851284945753,0.8326070160478485,0.9518279749188564
GSE250136,pseudobulk_deseq2,sample_barcode,Chic2,464.1817754511229,-0.08378877801339926,0.040741703534835375,-2.056585040479649,0.03972615842349519,0.39918625078816883,0.5148388337050397
GSE250136,pseudobulk_deseq2,sample_barcode,Pdgfra,53.86384571208114,-0.707069911892867,0.20889572686116606,-3.3847983513937168,7.123056172975854e-4,0.09426388311079541,0.1260240996854771
GSE250136,pseudobulk_deseq2,sample_barcode,Kit,75.53589096488237,0.2831382864477847,0.13299462804700157,2.1289452860285527,0.033258787429385935,0.37261364875945746,0.4816443944446209
GSE250136,pseudobulk_deseq2,sample_barcode,Kdr,10.811108666049343,-0.2542151314867051,0.504769688600524,-0.5036259847367571,0.6145242290748175,0.92242500242157,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Srd5a3,87.833648134457,0.08344434266898915,0.07908652641941545,1.0551018795093252,0.2913787325411758,0.7822358812751856,0.9160328140077684
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem165,426.9224271542384,-0.06924448973840598,0.034986186072955526,-1.9791951484512418,0.04779403895050074,0.42969722156530965,0.5499828821558195
GSE250136,pseudobulk_deseq2,sample_barcode,Clock,228.10443181699023,0.01795732755564003,0.060402716105551306,0.2972933787325114,0.7662425362628148,0.9542303258034618,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Gm7467,13.663340170875038,0.025680812041741875,0.18430364346293326,0.1393396872640054,0.8891817298573873,0.9799487380405587,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Pdcl2,4.5308323866619045,0.05198733248845383,0.6028842314059911,0.08623103703875909,0.9312827586009831,0.9876164143093258,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Nmu,0.24081137888320303,-0.09490202994092176,1.470843197476511,-0.06452219387066059,0.9485544357760245,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Exoc1,176.54197026514439,-0.05781202434862018,0.05452848364610241,-1.0602169817123177,0.28904589717910456,0.7798869929517902,0.9137800563074376
GSE250136,pseudobulk_deseq2,sample_barcode,Cep135,110.70981035669394,0.008069446942582298,0.07961113433763811,0.10136078338438231,0.9192640664189488,0.9858701153145533,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,C530008M17Rik,347.5857228992336,0.11352612659127283,0.06441764652809163,1.7623451446920786,0.07801100073397538,0.5166453413131722,0.6500138885130176
GSE250136,pseudobulk_deseq2,sample_barcode,Aasdh,73.06401482322711,0.21007329831302943,0.10826976574794624,1.9402766493656545,0.05234607761109943,0.4445969687483817,0.566077857860223
GSE250136,pseudobulk_deseq2,sample_barcode,Ppat,552.3461224536134,0.013682264296214958,0.035277714358068764,0.3878444095708693,0.6981311788017358,0.940209416695985,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Paics,2293.394711293752,0.01944098079314026,0.021538314796267586,0.9026231149945502,0.36672595435316663,0.8310898499871486,0.9515283935876627
GSE250136,pseudobulk_deseq2,sample_barcode,Srp72,1042.7656474042012,-0.006406306888788638,0.027059098334253292,-0.2367524153855152,0.8128488690906035,0.9629683416328932,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Arl9,0.8796557920547621,-0.9485725393535303,0.757047807151751,-1.2529889531314473,0.2102097270029064,NA,0.8601612731381695
GSE250136,pseudobulk_deseq2,sample_barcode,Hopx,3.822684543514036,-0.18732587549368115,0.42981079889559337,-0.4358333387039562,0.6629576533664799,0.9361412611320905,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Spink2,0.7911040086287586,-0.06299043010718026,0.78407870916913,-0.08033687099338503,0.9359693341573267,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Rest,670.6262464881904,-0.03413927567615809,0.05140743311854157,-0.6640922062269781,0.5066312980895344,0.8876012519629242,0.9863615547836008
GSE250136,pseudobulk_deseq2,sample_barcode,Noa1,149.60722460122713,-0.04563050346217966,0.06094305213142092,-0.7487400428153738,0.4540139037481607,0.8694671009571286,0.978258393064537
GSE250136,pseudobulk_deseq2,sample_barcode,Polr2b,653.2393311345982,0.049286087691521714,0.0317063708571029,1.5544537693591187,0.1200762160078825,0.6102095406830206,0.7574546445834238
GSE250136,pseudobulk_deseq2,sample_barcode,Igfbp7,0.8156365503431398,0.435886101630979,0.8055853874379446,0.5410799505900372,0.5884524768914898,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Adgrl3,103.1702495194934,0.24224930455692736,0.12323801416535125,1.9657027597985792,0.049332955850133184,0.43325418964870605,0.5530461165780332
GSE250136,pseudobulk_deseq2,sample_barcode,Epha5,89.9588557536234,-0.8063183049891507,0.2906894696450066,-2.773813258436352,0.00554034710206764,0.1854124453352929,0.246082632543169
GSE250136,pseudobulk_deseq2,sample_barcode,Cenpc1,191.09138515339893,-0.07380954381351774,0.04969568445985817,-1.4852304504053588,0.1374827882984882,0.6372241468417692,0.7859148632052945
GSE250136,pseudobulk_deseq2,sample_barcode,Stap1,6.80428646074028,0.25255281174198274,0.2558359923033198,0.9871668543124904,0.32356084795470735,0.804367500837782,0.9307163762435146
GSE250136,pseudobulk_deseq2,sample_barcode,Uba6,209.77364304707075,0.01923360948614341,0.05521948937410785,0.34831197651679036,0.727605900381973,0.9470834004715817,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Ythdc1,1412.374956898311,-0.012390614615359648,0.021841212372444723,-0.5673043420882568,0.5705074275059465,0.9118197581517176,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Csn3,19.64796996239014,-0.06889520882351105,0.16720933951735692,-0.4120296690506303,0.68031767711817,0.9394562059489336,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Jchain,1.4435609372434501,-0.8006629013365888,0.6130357597317065,-1.306062311417195,0.1915313683079541,NA,0.8433192695572597
GSE250136,pseudobulk_deseq2,sample_barcode,Utp3,1199.4024464901424,-9.600883428899699e-4,0.02710042428254816,-0.03542705947626943,0.9717392079090644,0.9932608791410581,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Rufy3,178.80129905034948,0.0272083151891362,0.07148655324119291,0.3806074563049135,0.7034945476908201,0.9417424884669998,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Grsf1,525.8894556186965,-0.012314174151247477,0.03292934272715376,-0.37395748385506417,0.7084359479668005,0.9442384743363037,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Mob1b,272.9062178605349,-0.024138053469059745,0.04925390471191054,-0.49007390602318485,0.6240816020512568,0.9250043229418828,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Dck,265.5726053648769,0.09650660945469014,0.04221527017728392,2.2860592636126356,0.02225079173688453,0.3090112484026242,0.4029304280566731
GSE250136,pseudobulk_deseq2,sample_barcode,Gm42912,0.7839176904046852,1.102592446484449,1.0384786403030546,1.0617382040353611,0.2883545505142229,NA,0.9129402614140325
GSE250136,pseudobulk_deseq2,sample_barcode,Slc4a4,107.00857794754126,0.04830825013997929,0.07015928074661737,0.6885511029459692,0.49110580084470185,0.8801106229040593,0.9822056139146776
GSE250136,pseudobulk_deseq2,sample_barcode,Gc,1.0560917761777038,-1.1371362942589587,0.8858886393395818,-1.2836108781197133,0.19927814161952853,NA,0.850989559309078
GSE250136,pseudobulk_deseq2,sample_barcode,Adamts3,3.4472325944163917,0.26312056921378923,0.4016865646178095,0.6550395068954799,0.5124423182387766,0.8876695899075535,0.9863615547836008
GSE250136,pseudobulk_deseq2,sample_barcode,Cox18,148.29352706448603,-0.006735578966974865,0.06082309493628006,-0.1107404839236024,0.9118221418693978,0.9835779566501577,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Ankrd17,892.7704369315634,0.0016908017016077604,0.030074414436486716,0.056220602571615,0.955166068639639,0.990336646929954,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Gm9958,15.107902220432617,0.1818881321663518,0.17297772330249497,1.0515118865813418,0.2930235530149447,0.784524504250639,0.9183963226906464
GSE250136,pseudobulk_deseq2,sample_barcode,Afm,0.15197204286290475,-0.34986860356237315,2.101377151112293,-0.16649491186157706,0.867767487035447,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Albfm1,0.022949837679865647,0.13518559474317296,3.0031753561946934,0.04501421952078944,0.9640959749047904,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Rassf6,0.42929215461879433,-1.0545113948109917,1.110931033378756,-0.9492140944193707,0.34251173454653033,NA,0.9367032907250091
GSE250136,pseudobulk_deseq2,sample_barcode,Cxcl5,0.48311576965054215,-0.37449498302209033,0.9583902151408003,-0.3907541804014266,0.6959789462421194,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Mthfd2l,220.8275647999616,-0.005407787115210426,0.05401369129977677,-0.10011882145208571,0.9202499930504,0.986310744777733,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Epgn,1.6607411851658243,-0.08093311292705577,0.5154745580512612,-0.15700699804277712,0.8752393328675299,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Areg,0.6189835624978184,0.46949714571033996,0.9422183596743439,0.4982891077102455,0.6182802839913785,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Parm1,36.648130947697226,-0.30966763120415897,0.39300474825973863,-0.7879488290546002,0.43072663790079324,0.8603684997759946,0.9734529938969695
GSE250136,pseudobulk_deseq2,sample_barcode,Rchy1,227.45223741971665,0.1510382169482948,0.04488106868175737,3.365299031074247,7.646074448072615e-4,0.09624934633211409,0.12867852263802207
GSE250136,pseudobulk_deseq2,sample_barcode,Odaph,0.155360353729736,0.3962300812025951,1.7919280538278626,0.22111941400559046,0.824999454184419,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Cdkl2,15.950410047401142,0.09084917721430807,0.21820557942024452,0.41634671971123455,0.6771563101292238,0.939175631861261,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,G3bp2,1843.4359948938134,-0.0038084288861468378,0.018578446814221813,-0.20499178021875775,0.8375785470956822,0.9707435711120338,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Uso1,107.60355733029886,-0.0357342603111891,0.06805697141300036,-0.5250639217301856,0.5995387554357554,0.9170276103012965,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,U90926,0.7081889370766528,-2.0698151292316584,1.033282328906412,-2.003145772774683,0.04516164416835597,NA,0.5383009750645367
GSE250136,pseudobulk_deseq2,sample_barcode,Ppef2,2.6193068201494905,-0.18591843901291352,0.47583709138749986,-0.3907186774170786,0.6960051915684322,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Naaa,30.7630643179,-0.7059749811153242,0.3085515305232517,-2.288029425483999,0.022135807574421726,0.30875289093800395,0.40257339435494666
GSE250136,pseudobulk_deseq2,sample_barcode,Sdad1,528.2930722106559,-0.04324086148508703,0.03144392067118191,-1.375173978374679,0.1690775135899088,0.6747117239431729,0.8226255182738228
GSE250136,pseudobulk_deseq2,sample_barcode,Nup54,258.20758727910135,0.021566941909759604,0.0478940234187232,0.45030549472125664,0.6524901775518758,0.933163875661991,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Scarb2,97.42200793646026,-0.020094544005529524,0.07532990483218271,-0.26675387484287194,0.7896586702142305,0.9581629478253852,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Stbd1,8.09732803564909,-0.1297332357818399,0.27102364400490997,-0.4786786638419252,0.6321672467451166,0.9275822966754248,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Ccdc158,5.662786083379949,0.4116064685880786,0.3130862842855698,1.3146742263951983,0.18861941216304068,0.6968895905512597,0.84116000966874
GSE250136,pseudobulk_deseq2,sample_barcode,Shroom3,75.4659256267259,-0.29181573334886496,0.10348419728142733,-2.819906237038939,0.004803768366478764,0.177661740583437,0.23624752524044623
GSE250136,pseudobulk_deseq2,sample_barcode,Sowahb,3.3168086403207724,-0.07122518967517583,0.3709312394561175,-0.19201723149446953,0.8477287077995861,0.9732813655525161,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Sept11,1370.7117557259844,-0.07231457137439677,0.02858340106324056,-2.5299498549665707,0.011407882929235221,0.24007294734974916,0.3146860217351743
GSE250136,pseudobulk_deseq2,sample_barcode,Ccni,950.6133918882308,-0.016894812832324187,0.038650368140539765,-0.43711906626326497,0.6620250006724631,0.9355434020263546,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,2010109A12Rik,13.402705469063047,-0.20546279298570533,0.19517009718142522,-1.0527370532316345,0.2924615215370923,0.7839135952948004,0.9175920205984881
GSE250136,pseudobulk_deseq2,sample_barcode,Ccng2,47.2290476125048,-0.17602131361121412,0.11608012149011958,-1.5163777514326306,0.1294238615311036,0.6255106742050979,0.7743481134789839
GSE250136,pseudobulk_deseq2,sample_barcode,Cnot6l,194.92071770270016,0.027179130959448607,0.050024491993702805,0.5433164811122915,0.5869119186600377,0.9154658416062702,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Mrpl1,224.75338480724426,-0.025438215065851685,0.05517519587587847,-0.4610443997893043,0.6447667507942803,0.9300446298862743,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Fras1,105.27406816903644,-0.01094675101852199,0.08035599896255394,-0.13622817412329352,0.8916409030530571,0.9799487380405587,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Anxa3,10.262086178070165,-0.32585863646105384,0.2276261761400522,-1.4315516870105567,0.15227216468702015,0.6571881584395886,0.8058570835152312
GSE250136,pseudobulk_deseq2,sample_barcode,Gm9484,7.906089363415221,-0.17027384099343063,0.25640991446428835,-0.6640688654694966,0.5066462360887415,0.8876012519629242,0.9863615547836008
GSE250136,pseudobulk_deseq2,sample_barcode,Bmp2k,83.41154931560153,-0.06379001679904603,0.07593316773692035,-0.8400810699753006,0.4008629331369857,0.8453749957161854,0.9608855307818364
GSE250136,pseudobulk_deseq2,sample_barcode,Paqr3,33.18675902080595,0.10101482543039773,0.12024408214040047,0.8400814712232565,0.40086270817758235,0.8453749957161854,0.9608855307818364
GSE250136,pseudobulk_deseq2,sample_barcode,Naa11,1.2267360121371953,0.8669580334276027,0.75869782858896,1.1426921242676904,0.2531664408825295,NA,0.8953886698376099
GSE250136,pseudobulk_deseq2,sample_barcode,Antxr2,34.221387276593596,0.1608149753746015,0.12346138916857649,1.3025527774924168,0.19272748852410987,0.7006227956086106,0.8433192695572597
GSE250136,pseudobulk_deseq2,sample_barcode,Prdm8,105.38655439565062,0.800637813983708,0.2505398532792575,3.195650526270959,0.0013951598660659668,0.12511757204111848,0.16727328485695486
GSE250136,pseudobulk_deseq2,sample_barcode,A730035I17Rik,14.382921492036784,0.5663918581833125,0.24742998335244715,2.2890995283159596,0.022073570231099238,0.30875289093800395,0.40257339435494666
GSE250136,pseudobulk_deseq2,sample_barcode,Fgf5,6.011955817588513,0.7680024447449364,0.3672238866195641,2.091373880426711,0.03649456170705231,0.3859976507873822,0.49801835224733654
GSE250136,pseudobulk_deseq2,sample_barcode,Cfap299,1.2732578560390873,0.8358131697231252,0.67465093528513,1.238882399784835,0.21538905251578333,NA,0.8675189182378219
GSE250136,pseudobulk_deseq2,sample_barcode,Prkg2,11.096466062587064,-0.10672007146435876,0.21384169565660144,-0.49906109814867733,0.6177363421325153,0.9235114637021229,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Rasgef1b,20.25334557474313,-0.311365353482642,0.199351778719992,-1.5618890158987917,0.11831413653421635,0.6055702454461668,0.7520960238444381
GSE250136,pseudobulk_deseq2,sample_barcode,Vamp9,0.3884249012314561,0.34397114868824363,0.9790164505957957,0.35134358414397904,0.7253306010410413,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Hnrnpd,5000.630369370601,0.026179634048467664,0.019742685473844324,1.3260421984208377,0.18482572020859786,0.6927779622917961,0.8381708616903498
GSE250136,pseudobulk_deseq2,sample_barcode,Gm17092,132.4319235797066,0.07285645647336063,0.06928850595490965,1.0514941182419615,0.29303170937136686,0.784524504250639,0.9183963226906464
GSE250136,pseudobulk_deseq2,sample_barcode,Hnrnpdl,4023.2903875199277,0.02835192689018559,0.01687403882165107,1.6802098886845778,0.09291648603161808,0.5568897926432183,0.6967533220432658
GSE250136,pseudobulk_deseq2,sample_barcode,Enoph1,164.36043415274327,0.11386726101378836,0.05680057011222019,2.004685178138568,0.044996714056076366,0.418890630199777,0.5381366415239507
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem150c,6.22472748967056,-0.10934548852021823,0.2909262414924601,-0.37585295832810645,0.7070262143743116,0.9442384743363037,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Tmem150cos,0.8423434487997216,0.718049817328229,0.8069423032841894,0.8898403447257937,0.37355161983133267,NA,0.9530380764091906
GSE250136,pseudobulk_deseq2,sample_barcode,Sec31a,327.86211109955656,-0.0080643606343603,0.04246164750312148,-0.1899210489599459,0.8493709979722195,0.9736314461198136,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,5430416N02Rik,189.18003355417224,0.1433907301386939,0.060156210950604055,2.3836396586951936,0.017142378580932927,0.2820270701546531,0.3673595708979364
GSE250136,pseudobulk_deseq2,sample_barcode,Lin54,127.21738711084694,0.19513568519369656,0.06253768353704585,3.12028962630352,0.001806733005489644,0.132660244867402,0.17735730135176897
GSE250136,pseudobulk_deseq2,sample_barcode,Cops4,832.080760388704,0.014313308781188357,0.02502564073033141,0.5719457469810327,0.5673587302607466,0.9107937644488054,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Plac8,2.6887772851756115,-0.8213565753798682,0.45695711753227936,-1.797447821396168,0.07226455466728374,NA,0.6381481342294857
GSE250136,pseudobulk_deseq2,sample_barcode,Coq2,322.0600039853536,0.0778535320850056,0.041401866973574855,1.8804352985988864,0.06004877659484623,0.4714170149628137,0.5980883367748546
GSE250136,pseudobulk_deseq2,sample_barcode,Hpse,1.1606544641654541,-0.5115123138391195,0.6857135804944926,-0.7459562248573955,0.45569385913885785,NA,0.9786410836523958
GSE250136,pseudobulk_deseq2,sample_barcode,Helq,57.06591022033744,-0.029692237744574145,0.1023604344495444,-0.29007533920940975,0.7717586015412463,0.9556352660420411,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Mrps18c,838.8998381575916,0.009383867403731733,0.029097102733277872,0.3225017792922578,0.7470725900255262,0.950916511813861,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Abraxas1,87.08036021592923,-0.10062124348802214,0.07159392432453653,-1.4054438897902042,0.15988932331770572,0.6633932280744602,0.8115688287050343
GSE250136,pseudobulk_deseq2,sample_barcode,Gm43514,5.72277615210384,0.4367690881784902,0.27834225325970885,1.5691799684144982,0.11660601040980952,0.6024132595831743,0.7490039600723929
GSE250136,pseudobulk_deseq2,sample_barcode,4930458D05Rik,0.8333008694836042,-1.8787626667101147,0.8309626921435267,-2.260947073163675,0.02376253468545225,NA,0.41514279644755814
GSE250136,pseudobulk_deseq2,sample_barcode,Gpat3,3.103063873948532,-0.4643968920153582,0.4889577078004703,-0.9497690385215593,0.34222962120215644,0.8127499161874138,0.9367032907250091
GSE250136,pseudobulk_deseq2,sample_barcode,Nkx6-1,9.756773716184279,-0.056705272053529175,0.3406647538979121,-0.1664547664667481,0.867799077630327,0.9764600204949349,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Cds1,10.476076521265567,0.4678870305678573,0.2818573406453999,1.6600136419952187,0.09691170816700559,0.5657813094760468,0.7076475614105896
GSE250136,pseudobulk_deseq2,sample_barcode,Wdfy3,189.22640885460495,0.003862032252335928,0.05758219792735962,0.06706989992302674,0.9465260563028521,0.9898913448121939,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Gm20548,0.40541068096722327,-0.5822285383329298,0.953470328065092,-0.6106414863632567,0.5414369513238109,NA,0.9936252579865863
GSE250136,pseudobulk_deseq2,sample_barcode,Gm29707,1.3825978476039813,0.3236641753317956,0.6470411947638395,0.5002218992407867,0.6169188400632231,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Arhgap24,56.11361636452397,-0.23987541929266004,0.14566097098537936,-1.6468064003001697,0.09959784540746963,0.5694384300467189,0.7119634103932413
GSE250136,pseudobulk_deseq2,sample_barcode,Mapk10,2.874029639844867,0.04771777025324075,0.4195885717576934,0.1137251428306229,0.9094556807279477,0.9829238316568345,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,5430427N15Rik,0.7300149374384209,-0.3284720510626764,0.8612901066069782,-0.38137213993631064,0.7029271308469737,NA,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Ptpn13,140.193310032715,0.10899673231382553,0.07015156952816778,1.5537319128698945,0.1202483774665065,0.6107873448353341,0.7582721271950229
GSE250136,pseudobulk_deseq2,sample_barcode,1700016H13Rik,0.8825040407149367,-0.820043766704478,0.856476068846348,-0.9574625567869708,0.3383338367074595,NA,0.9363679346867213
GSE250136,pseudobulk_deseq2,sample_barcode,Aff1,77.7333954694513,-0.19482526048674306,0.08743251587617196,-2.228292970119586,0.025860984822486627,0.3325572378156879,0.43205273732576926
GSE250136,pseudobulk_deseq2,sample_barcode,Klhl8,19.773728830346165,-0.07432237515667382,0.1571999017030465,-0.4727889416691249,0.6363637643128424,0.9279157926058818,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Hsd17b11,16.517771976066545,-0.3058235790426255,0.25395724360007155,-1.204232549965113,0.22849970840416164,0.7380519065474346,0.8792948711906736
GSE250136,pseudobulk_deseq2,sample_barcode,Nudt9,235.41259264687196,-0.11586029501094358,0.06135327082476385,-1.8884126869431583,0.05897056945911197,0.46609169559243974,0.5920942124564587
GSE250136,pseudobulk_deseq2,sample_barcode,Gm17660,0.9669033494094993,-0.4414160087860488,0.6986291860812394,-0.6318316176597856,0.527496910967546,NA,0.9903186301083476
GSE250136,pseudobulk_deseq2,sample_barcode,Sparcl1,60.98678998368361,-0.8581905291655033,0.2593470304945724,-3.3090432056574612,9.361538937279055e-4,0.10515175599370517,0.14058041046195816
GSE250136,pseudobulk_deseq2,sample_barcode,Gm26703,0.8073501783718992,0.8021727827494731,0.7912807964665897,1.0137650077336906,0.3106948961394217,NA,0.9280066422500215
GSE250136,pseudobulk_deseq2,sample_barcode,Spp1,107.13336245273864,0.02551024697614506,0.4353719832803501,0.05859414008208743,0.9532753782025335,0.9901620524074062,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,Pkd2,90.00393603534093,-0.10261116758549187,0.08601920302448557,-1.1928867506047849,0.2329137288777596,0.743211459053893,0.8838182721064851
GSE250136,pseudobulk_deseq2,sample_barcode,BC005561,460.1419850064282,0.0020398797494023996,0.03395796278289416,0.06007073399673905,0.9520992987436985,0.9900362312357235,0.9939750250947177
GSE250136,pseudobulk_deseq2,sample_barcode,D930016D06Rik,107.00611982275312,0.033871057338520166,0.07035726819232334,0.48141518579051124,0.6302214459066471,0.9268682304752438,0.9939750250947177
