study,technique,analysis_level,gene,component,contrast,pvalue,ci.hi,ci.lo,coef,z,logFC,log2FoldChange,n_selected_genes,padj_BH,pct_TLS,pct_neural_bias,detection_freq
GSE250136,mast,sample_single_cell,0610005C13Rik,H,Morphotypeneural_bias,0.66784545683958485,NA,NA,NA,NA,-1.5590707276198247e-4,-1.5590707276198247e-4,11573,0.8300943932820507,0.0027023549092780852,0.0028591851322373124,0.002768010772798683
GSE250136,mast,sample_single_cell,0610009B22Rik,H,Morphotypeneural_bias,0.40119270332029716,NA,NA,NA,NA,-0.011389719582346886,-0.011389719582346886,11573,0.6498883036802727,0.21786127911465705,0.21908506075768405,0.21837360664322586
GSE250136,mast,sample_single_cell,0610010F05Rik,H,Morphotypeneural_bias,0.36094025162764876,NA,NA,NA,NA,0.0058312080115572595,0.0058312080115572595,11573,0.6184188024630074,0.1934114013640458,0.20389563974267333,0.19780055360215457
GSE250136,mast,sample_single_cell,0610010K14Rik,H,Morphotypeneural_bias,0.23376394844873405,NA,NA,NA,NA,-0.013173113974601858,-0.013173113974601858,11573,0.4914819061498456,0.7427615493501479,0.7349892780557541,0.7395077429490536
GSE250136,mast,sample_single_cell,0610012G03Rik,H,Morphotypeneural_bias,0.5783848600676994,NA,NA,NA,NA,-0.02219597417118835,-0.02219597417118835,11573,0.7769990249249382,0.6963067816239866,0.6987133666904932,0.6973142814393656
GSE250136,mast,sample_single_cell,0610030E20Rik,H,Morphotypeneural_bias,0.3258101091305762,NA,NA,NA,NA,0.011792098305459187,0.011792098305459187,11573,0.5873616736032136,0.21194183502766697,0.22784131522516082,0.21859803994912846
GSE250136,mast,sample_single_cell,0610040B10Rik,H,Morphotypeneural_bias,0.3788483392752621,NA,NA,NA,NA,0.008612852410763538,0.008612852410763538,11573,0.6324293929827638,0.1380774675073993,0.15207290922087205,0.14393656018553153
GSE250136,mast,sample_single_cell,1110002J07Rik,H,Morphotypeneural_bias,0.20598882929912649,NA,NA,NA,NA,0.0016162755626934998,0.0016162755626934998,11573,0.4560364898889404,0.013640458113498906,0.01501072194424589,0.014214109373831076
GSE250136,mast,sample_single_cell,1110002L01Rik,H,Morphotypeneural_bias,0.10118639557281753,NA,NA,NA,NA,-0.006468532999138382,-0.006468532999138382,11573,0.30437456968251736,0.08493115429159696,0.08220157255182273,0.08378843420363583
GSE250136,mast,sample_single_cell,1110004F10Rik,H,Morphotypeneural_bias,6.977279856894309e-4,NA,NA,NA,NA,0.16823932489662763,0.16823932489662763,11573,0.00687743462555204,0.9667996396860121,0.9660471765546819,0.9664846263185457
GSE250136,mast,sample_single_cell,1110006O24Rik,H,Morphotypeneural_bias,0.5396756340732061,NA,NA,NA,NA,0.003085622832273087,0.003085622832273087,11573,0.7514290022253809,0.032299575344228545,0.03734810578984989,0.03441310690506471
GSE250136,mast,sample_single_cell,1110008P14Rik,H,Morphotypeneural_bias,0.0095616839972563,NA,NA,NA,NA,0.022291223668683136,0.022291223668683136,11573,0.058235688008552576,0.1732080813280144,0.19353109363831308,0.18171616667913518
GSE250136,mast,sample_single_cell,1110012L19Rik,H,Morphotypeneural_bias,0.07013839568400186,NA,NA,NA,NA,0.01798905863915745,0.01798905863915745,11573,0.24322490705881616,0.16818942221078367,0.1903145103645461,0.17745193386698585
GSE250136,mast,sample_single_cell,1110019D14Rik,H,Morphotypeneural_bias,0.7082615134811673,NA,NA,NA,NA,-0.0015184086450362802,-0.0015184086450362802,11573,0.8530198656215637,0.04658345129326985,0.04717655468191565,0.04683174983167502
GSE250136,mast,sample_single_cell,1110032A03Rik,H,Morphotypeneural_bias,0.048962262715181656,NA,NA,NA,NA,-0.017938344336252438,-0.017938344336252438,11573,0.1924562853736692,0.16510101660018014,0.157433881343817,0.1618912246577392
GSE250136,mast,sample_single_cell,1110038B12Rik,H,Morphotypeneural_bias,1.2685660915160793e-4,NA,NA,NA,NA,0.14680330372408434,0.14680330372408434,11573,0.0016131699792334142,0.8916484364946596,0.8963545389563974,0.8936186130021695
GSE250136,mast,sample_single_cell,1110038F14Rik,H,Morphotypeneural_bias,0.39268192364504456,NA,NA,NA,NA,-0.02731243274401507,-0.02731243274401507,11573,0.6430958421200758,0.6054561832453995,0.6048963545389564,0.6052218149173337
GSE250136,mast,sample_single_cell,1110051M20Rik,H,Morphotypeneural_bias,0.660331102709957,NA,NA,NA,NA,1.512620352106253e-4,1.512620352106253e-4,11573,0.825289844537975,0.1986874276154935,0.20461043602573267,0.2011670531906935
GSE250136,mast,sample_single_cell,1110059E24Rik,H,Morphotypeneural_bias,0.11213504994815521,NA,NA,NA,NA,-0.011858994505405729,-0.011858994505405729,11573,0.32375760792990854,0.44280015442028053,0.4385275196568978,0.44101144609860105
GSE250136,mast,sample_single_cell,1110059G10Rik,H,Morphotypeneural_bias,0.860682665750967,NA,NA,NA,NA,-0.0012874018595639414,-0.0012874018595639414,11573,0.9349309873341021,0.28117359413202936,0.2878842030021444,0.2839829430687514
GSE250136,mast,sample_single_cell,1110065P20Rik,H,Morphotypeneural_bias,0.4293914873990742,NA,NA,NA,NA,-0.010401253157932944,-0.010401253157932944,11573,0.6728427066526521,0.4004632608415905,0.3995711222301644,0.40008977332236106
GSE250136,mast,sample_single_cell,1190005I06Rik,H,Morphotypeneural_bias,0.7921211457500843,NA,NA,NA,NA,-0.0010639859888061515,-0.0010639859888061515,11573,0.8996394051055036,0.060481276540985715,0.06254467476769121,0.06134510361337622
GSE250136,mast,sample_single_cell,1190007I07Rik,H,Morphotypeneural_bias,0.15469621879517334,NA,NA,NA,NA,0.016395242445294278,0.016395242445294278,11573,0.3878969975943111,0.2847767340110668,0.29807005003573983,0.2903418867359916
GSE250136,mast,sample_single_cell,1300002E11Rik,H,Morphotypeneural_bias,0.8103202829935388,NA,NA,NA,NA,0.0043622993362752716,0.0043622993362752716,11573,0.909584507121174,0.1642002316304208,0.17494639027877054,0.16869903493678462
GSE250136,mast,sample_single_cell,1500004A13Rik,H,Morphotypeneural_bias,0.7549327507252093,NA,NA,NA,NA,-0.002599645905343735,-0.002599645905343735,11573,0.8797023666363043,0.04684081842748681,0.04699785561115082,0.04690656093364255
GSE250136,mast,sample_single_cell,1500009L16Rik,H,Morphotypeneural_bias,0.4184672112906551,NA,NA,NA,NA,0.014973654961392857,0.014973654961392857,11573,0.6639053769945295,0.2672757688843135,0.28270192994996424,0.2737338220991995
GSE250136,mast,sample_single_cell,1500011B03Rik,H,Morphotypeneural_bias,0.0047374300882199035,NA,NA,NA,NA,0.054798269517773446,0.054798269517773446,11573,0.03359163050299064,0.5323639171277827,0.552180128663331,0.5406598339193537
GSE250136,mast,sample_single_cell,1500015A07Rik,H,Morphotypeneural_bias,0.3083346600026653,NA,NA,NA,NA,0.003257882918535626,0.003257882918535626,11573,0.5695209394334945,0.24835928451936687,0.2550035739814153,0.25114086930500484
GSE250136,mast,sample_single_cell,1600002K03Rik,H,Morphotypeneural_bias,0.4425610665989425,NA,NA,NA,NA,0.001639309764856281,0.001639309764856281,11573,0.6819676098507221,0.06202547934628748,0.06576125804145819,0.06358943667240219
GSE250136,mast,sample_single_cell,1600012H06Rik,H,Morphotypeneural_bias,0.507285498710277,NA,NA,NA,NA,0.005325363309322276,0.005325363309322276,11573,0.7275436751532504,0.08596062282846481,0.09506790564689063,0.08977332236103838
GSE250136,mast,sample_single_cell,1600014C10Rik,H,Morphotypeneural_bias,0.7174736328988092,NA,NA,NA,NA,-0.0020426431636925806,-0.0020426431636925806,11573,0.858390612408675,0.028439068330974135,0.027519656897784132,0.028054163237824493
GSE250136,mast,sample_single_cell,1600020E01Rik,H,Morphotypeneural_bias,0.08070213101250188,NA,NA,NA,NA,-0.012389873191919018,-0.012389873191919018,11573,0.2650823332604802,0.1308711877493244,0.12401715511079342,0.12800179546644722
GSE250136,mast,sample_single_cell,1700001L05Rik,H,Morphotypeneural_bias,0.14298788630578171,NA,NA,NA,NA,0.0021402988550889637,0.0021402988550889637,11573,0.3721673010190072,0.016471496589885472,0.019120800571837026,0.017580608962370015
GSE250136,mast,sample_single_cell,1700003F12Rik,H,Morphotypeneural_bias,0.06902562272314682,NA,NA,NA,NA,0.01429344043859064,0.01429344043859064,11573,0.24076319427178805,0.08801955990220049,0.10239456754824874,0.0940375551731877
GSE250136,mast,sample_single_cell,1700007K13Rik,H,Morphotypeneural_bias,0.6621026755819979,NA,NA,NA,NA,0.0015530020633790428,0.0015530020633790428,11573,0.82687806624594,0.029725904002058937,0.03413152251608292,0.031570285030298496
GSE250136,mast,sample_single_cell,1700007L15Rik,H,Morphotypeneural_bias,0.21746815647167295,NA,NA,NA,NA,0.00375390799862739,0.00375390799862739,11573,0.47050491559159074,0.07257753184918286,0.08166547533952824,0.07638213510885015
GSE250136,mast,sample_single_cell,1700008J07Rik,H,Morphotypeneural_bias,0.5872110936751885,NA,NA,NA,NA,0.005001930325734899,0.005001930325734899,11573,0.7822943008699751,0.08248616651653584,0.09113652609006433,0.08610757836462932
GSE250136,mast,sample_single_cell,1700008O03Rik,H,Morphotypeneural_bias,0.8214711451940907,NA,NA,NA,NA,-2.1342561689856668e-4,-2.1342561689856668e-4,11573,0.9150124258529231,0.009265216831810578,0.009828448892065762,0.009501009949876562
GSE250136,mast,sample_single_cell,1700017B05Rik,H,Morphotypeneural_bias,0.1968326391859509,NA,NA,NA,NA,-0.013980713900271419,-0.013980713900271419,11573,0.44523223466375345,0.17925620898211297,0.17923516797712652,0.17924740031420663
GSE250136,mast,sample_single_cell,1700019D03Rik,H,Morphotypeneural_bias,0.3580436877039713,NA,NA,NA,NA,0.005701083772596288,0.005701083772596288,11573,0.6156342086146651,0.043623729249774805,0.049857040743388134,0.046233261015934765
GSE250136,mast,sample_single_cell,1700021F05Rik,H,Morphotypeneural_bias,0.6249337925457138,NA,NA,NA,NA,-0.0072790884592524585,-0.0072790884592524585,11573,0.8045974558399599,0.2796293913267276,0.28824160114367403,0.28323483204907607
GSE250136,mast,sample_single_cell,1700025G04Rik,H,Morphotypeneural_bias,8.371911334960475e-7,NA,NA,NA,NA,0.07012777953001481,0.07012777953001481,11573,1.8488503429038667e-5,0.34049671856903874,0.3825947105075054,0.3581207451185756
GSE250136,mast,sample_single_cell,1700028I16Rik,H,Morphotypeneural_bias,0.5553578621001627,NA,NA,NA,NA,7.802709462193988e-4,7.802709462193988e-4,11573,0.7621680716583352,0.003603139879037447,0.004824874910650465,0.004114610608214259
GSE250136,mast,sample_single_cell,1700029P11Rik,H,Morphotypeneural_bias,0.024343898830153407,NA,NA,NA,NA,-0.004099275163566052,-0.004099275163566052,11573,0.11708545189631556,0.009651267533136018,0.007684060042887777,0.008827710032168774
GSE250136,mast,sample_single_cell,1700030K09Rik,H,Morphotypeneural_bias,0.5730312656146807,NA,NA,NA,NA,-0.0013232078541844591,-0.0013232078541844591,11573,0.7731278775437898,0.06369836571869772,0.06522516082916369,0.0643375476920775
GSE250136,mast,sample_single_cell,1700037C18Rik,H,Morphotypeneural_bias,0.8046225657626499,NA,NA,NA,NA,0.0019149212748206246,0.0019149212748206246,11573,0.9070718296157219,0.03242825891133702,0.03609721229449607,0.03396424029325952
GSE250136,mast,sample_single_cell,1700037H04Rik,H,Morphotypeneural_bias,6.10055375669889e-5,NA,NA,NA,NA,0.07529640094337198,0.07529640094337198,11573,8.619732365387002e-4,0.4752284133316175,0.51590421729807,0.49225705094636046
GSE250136,mast,sample_single_cell,1700052K11Rik,H,Morphotypeneural_bias,0.44258354216893564,NA,NA,NA,NA,-0.005674333711250187,-0.005674333711250187,11573,0.6819676098507221,0.10371895508943509,0.10543245175125089,0.10443629834667464
GSE250136,mast,sample_single_cell,1700061G19Rik,H,Morphotypeneural_bias,0.582048042690108,NA,NA,NA,NA,-7.890465031223795e-4,-7.890465031223795e-4,11573,0.7793330175502418,0.006820229056749453,0.006433166547533953,0.0066581880751103465
GSE250136,mast,sample_single_cell,1700063H04Rik,H,Morphotypeneural_bias,0.012598682640414296,NA,NA,NA,NA,6.803369047296134e-4,6.803369047296134e-4,11573,0.07171271791189092,0.0023163042079526446,0.0026804860614724805,0.0024687663649285555
GSE250136,mast,sample_single_cell,1700063J08Rik,H,Morphotypeneural_bias,0.44940910802299955,NA,NA,NA,NA,0.003808289965092769,0.003808289965092769,11573,0.6880218465336397,0.039119804400977995,0.045389563974267334,0.04174459489788285
GSE250136,mast,sample_single_cell,1700086O06Rik,H,Morphotypeneural_bias,0.38163203550729574,NA,NA,NA,NA,0.009154272732638413,0.009154272732638413,11573,0.6346653784974071,0.1406511388495689,0.15511079342387418,0.14670457095833023
GSE250136,mast,sample_single_cell,1700086P04Rik,H,Morphotypeneural_bias,0.7318296135202842,NA,NA,NA,NA,7.797861254254385e-5,7.797861254254385e-5,11573,0.8675202097579112,0.043237678548449364,0.04592566118656183,0.04436298346674646
GSE250136,mast,sample_single_cell,1700088E04Rik,H,Morphotypeneural_bias,0.1927216546117772,NA,NA,NA,NA,0.005095434234113329,0.005095434234113329,11573,0.4405719058015578,0.034229828850855744,0.04217298070050036,0.03755517318770105
GSE250136,mast,sample_single_cell,1700094D03Rik,H,Morphotypeneural_bias,0.9181883761930864,NA,NA,NA,NA,-3.402366027345158e-4,-3.402366027345158e-4,11573,0.9617374990320777,0.05160211041050058,0.055039313795568263,0.053041071294980174
GSE250136,mast,sample_single_cell,1700096K18Rik,H,Morphotypeneural_bias,0.4706239043028292,NA,NA,NA,NA,0.005758746651614174,0.005758746651614174,11573,0.7032209112793611,0.09419637112340754,0.1043602573266619,0.09845141018927209
GSE250136,mast,sample_single_cell,1700097N02Rik,H,Morphotypeneural_bias,0.37536585269065315,NA,NA,NA,NA,-0.002094460098927123,-0.002094460098927123,11573,0.6309099171030067,0.01582807875434307,0.014832022873481059,0.015411087005311588
GSE250136,mast,sample_single_cell,1700102H20Rik,H,Morphotypeneural_bias,0.8943305673652328,NA,NA,NA,NA,-3.773059046065716e-4,-3.773059046065716e-4,11573,0.9510148135027583,0.039763222236520394,0.04181558255897069,0.040622428368369864
GSE250136,mast,sample_single_cell,1700109H08Rik,H,Morphotypeneural_bias,0.390066801399847,NA,NA,NA,NA,-4.904978984100888e-4,-4.904978984100888e-4,11573,0.6413455258614158,0.04233689357869,0.04431736954967834,0.043166005835265954
GSE250136,mast,sample_single_cell,1700113A16Rik,H,Morphotypeneural_bias,0.16866099182013888,NA,NA,NA,NA,0.0033830432934847665,0.0033830432934847665,11573,0.4092112331188188,0.05456183245399562,0.058791994281629734,0.056332759781551583
GSE250136,mast,sample_single_cell,1700123M08Rik,H,Morphotypeneural_bias,0.2781093436765247,NA,NA,NA,NA,-0.003838791000513715,-0.003838791000513715,11573,0.5386244895438901,0.05970917513833483,0.05736240171551108,0.05872671504451261
GSE250136,mast,sample_single_cell,1700123O20Rik,H,Morphotypeneural_bias,0.058045098097838685,NA,NA,NA,NA,0.015832810243685547,0.015832810243685547,11573,0.2141581787285805,0.40728348989833996,0.41619013581129377,0.4110121942096207
GSE250136,mast,sample_single_cell,1810009A15Rik,H,Morphotypeneural_bias,0.08767848854985882,NA,NA,NA,NA,-0.009042878709302454,-0.009042878709302454,11573,0.27958541457673364,0.14245270878908764,0.13741958541815583,0.14034562729108999
GSE250136,mast,sample_single_cell,1810013L24Rik,H,Morphotypeneural_bias,0.5170854560257346,NA,NA,NA,NA,0.006629349391297459,0.006629349391297459,11573,0.7352539585760379,0.11928966670956119,0.13366690493209435,0.12530859579561607
GSE250136,mast,sample_single_cell,1810024B03Rik,H,Morphotypeneural_bias,0.875623989315473,NA,NA,NA,NA,4.7235268841996914e-4,4.7235268841996914e-4,11573,0.9415767833180311,0.15068845708403036,0.15493209435310937,0.15246502580983018
GSE250136,mast,sample_single_cell,1810026B05Rik,H,Morphotypeneural_bias,0.27206710434101783,NA,NA,NA,NA,0.007352563750535446,0.007352563750535446,11573,0.5327175180091808,0.26341526187105907,0.2721586847748392,0.2670756340240892
GSE250136,mast,sample_single_cell,1810030O07Rik,H,Morphotypeneural_bias,0.024263645803917468,NA,NA,NA,NA,-0.0179403841587506,-0.0179403841587506,11573,0.11684515573988054,0.17488096770042466,0.1719085060757684,0.17363656766664173
GSE250136,mast,sample_single_cell,1810037I17Rik,H,Morphotypeneural_bias,0.22218385196531368,NA,NA,NA,NA,-0.016134713636417386,-0.016134713636417386,11573,0.47707491203943175,0.6450907219148114,0.6375982844889206,0.6419540659833919
GSE250136,mast,sample_single_cell,1810044D09Rik,H,Morphotypeneural_bias,0.1549793359856562,NA,NA,NA,NA,0.01625528243913793,0.01625528243913793,11573,0.38832155035525157,0.19945952901814437,0.22015725518227305,0.20812448567367398
GSE250136,mast,sample_single_cell,1810055G02Rik,H,Morphotypeneural_bias,0.8346393553416276,NA,NA,NA,NA,-0.003428250651301007,-0.003428250651301007,11573,0.9228166068344875,0.11517179256208981,0.11954967834167263,0.11700456347722002
GSE250136,mast,sample_single_cell,1810058I24Rik,H,Morphotypeneural_bias,0.4041856211132733,NA,NA,NA,NA,0.0318965672562892,0.0318965672562892,11573,0.6526072286204546,0.8641101531334449,0.8632952108649035,0.8637689833171243
GSE250136,mast,sample_single_cell,2010001A14Rik,H,Morphotypeneural_bias,0.1038378329259336,NA,NA,NA,NA,0.005798654311200822,0.005798654311200822,11573,0.30896286161558634,0.046712134860378327,0.05557541100786276,0.05042268272611656
GSE250136,mast,sample_single_cell,2010204K13Rik,H,Morphotypeneural_bias,0.7533359670626364,NA,NA,NA,NA,0.006631499751924175,0.006631499751924175,11573,0.8787907067387931,0.37434049671856906,0.384024303073624,0.3783945537517768
GSE250136,mast,sample_single_cell,2010315B03Rik,H,Morphotypeneural_bias,0.4863258023364046,NA,NA,NA,NA,0.0034057353391694564,0.0034057353391694564,11573,0.713695478653906,0.03590271522326599,0.040922087205146535,0.03800403979950625
GSE250136,mast,sample_single_cell,2010320M18Rik,H,Morphotypeneural_bias,0.18345077393897044,NA,NA,NA,NA,0.013257707048448253,0.013257707048448253,11573,0.42782997904509595,0.3172049929224038,0.3288062902072909,0.32206179397022516
GSE250136,mast,sample_single_cell,2210011C24Rik,H,Morphotypeneural_bias,0.5305214257626399,NA,NA,NA,NA,-5.633842642849846e-4,-5.633842642849846e-4,11573,0.7445959901668003,0.006048127654098572,0.006790564689063617,0.0063589436672402185
GSE250136,mast,sample_single_cell,2210016F16Rik,H,Morphotypeneural_bias,0.562225217386375,NA,NA,NA,NA,0.01102986931787242,0.01102986931787242,11573,0.7668199956554744,0.2423111568652683,0.2600071479628306,0.24971945836762174
GSE250136,mast,sample_single_cell,2210016L21Rik,H,Morphotypeneural_bias,0.400757930013249,NA,NA,NA,NA,0.020429328121617685,0.020429328121617685,11573,0.6497017044148665,0.46042980311414233,0.47623302358827735,0.46704570958330216
GSE250136,mast,sample_single_cell,2210408I21Rik,H,Morphotypeneural_bias,0.23132243460272653,NA,NA,NA,NA,0.008140153730457178,0.008140153730457178,11573,0.4886436294057349,0.08699009136533264,0.1004288777698356,0.0926161442358046
GSE250136,mast,sample_single_cell,2300009A05Rik,H,Morphotypeneural_bias,2.2198867096873627e-6,NA,NA,NA,NA,0.06123100620742278,0.06123100620742278,11573,4.563000076936336e-5,0.3173336764895123,0.35954253037884204,0.3350041146106082
GSE250136,mast,sample_single_cell,2310009A05Rik,H,Morphotypeneural_bias,0.22447940906897662,NA,NA,NA,NA,0.0016007132384461276,0.0016007132384461276,11573,0.48033944558916375,0.46351820872474586,0.4647962830593281,0.4640532655046009
GSE250136,mast,sample_single_cell,2310009B15Rik,H,Morphotypeneural_bias,0.32587757594490097,NA,NA,NA,NA,0.02578231458170832,0.02578231458170832,11573,0.5873917926533324,0.5408570325569425,0.5593280914939243,0.548589810727912
GSE250136,mast,sample_single_cell,2310010J17Rik,H,Morphotypeneural_bias,0.09161366875189933,NA,NA,NA,NA,-0.01631657520250665,-0.01631657520250665,11573,0.28785049546483277,0.18594775447175396,0.17709077912794854,0.1822398443929079
GSE250136,mast,sample_single_cell,2310011J03Rik,H,Morphotypeneural_bias,0.07033120328372681,NA,NA,NA,NA,0.019560809926555844,0.019560809926555844,11573,0.2435286308794993,0.3213228670698752,0.33666904932094355,0.3277474377197576
GSE250136,mast,sample_single_cell,2310015A10Rik,H,Morphotypeneural_bias,0.13782236326326594,NA,NA,NA,NA,0.002522588759725993,0.002522588759725993,11573,0.36437312092372814,0.02535066272037061,0.028234453180843458,0.026557941198473854
GSE250136,mast,sample_single_cell,2310022A10Rik,H,Morphotypeneural_bias,0.875545835643834,NA,NA,NA,NA,-0.001308284835076251,-0.001308284835076251,11573,0.9415767833180311,0.11324153905546262,0.11794138670478914,0.11520909702999925
GSE250136,mast,sample_single_cell,2310022B05Rik,H,Morphotypeneural_bias,0.5577904944031822,NA,NA,NA,NA,0.007547797361504627,0.007547797361504627,11573,0.7641040125164944,0.26418736327370995,0.27591136526090065,0.2690955337772125
GSE250136,mast,sample_single_cell,2310030G06Rik,H,Morphotypeneural_bias,0.9063046829784507,NA,NA,NA,NA,-8.66769539178254e-4,-8.66769539178254e-4,11573,0.9558079373842165,0.017500965126753313,0.017869907076483203,0.017655420064337547
GSE250136,mast,sample_single_cell,2310033P09Rik,H,Morphotypeneural_bias,0.0393819032523586,NA,NA,NA,NA,0.045368409464413895,0.045368409464413895,11573,0.16493933566279181,0.5256723716381418,0.5477126518942101,0.5348993790678537
GSE250136,mast,sample_single_cell,2310039H08Rik,H,Morphotypeneural_bias,0.052164367020409885,NA,NA,NA,NA,0.02744923910484459,0.02744923910484459,11573,0.19942056662047677,0.3003474456311929,0.32487491065046464,0.3106156953691928
GSE250136,mast,sample_single_cell,2310040G24Rik,H,Morphotypeneural_bias,0.13534592833347928,NA,NA,NA,NA,-0.004195353045723507,-0.004195353045723507,11573,0.3604015229138157,0.017500965126753313,0.014117226590421729,0.016084386923019375
GSE250136,mast,sample_single_cell,2310057M21Rik,H,Morphotypeneural_bias,0.8973942992538921,NA,NA,NA,NA,0.0033036052886283307,0.0033036052886283307,11573,0.9525451138292093,0.14978767211427102,0.1601143674052895,0.15411087005311588
GSE250136,mast,sample_single_cell,2310061I04Rik,H,Morphotypeneural_bias,0.7041663213193569,NA,NA,NA,NA,0.0055320048802237065,0.0055320048802237065,11573,0.8501634941214317,0.15339081199330845,0.16744102930664762,0.1592728360888756
GSE250136,mast,sample_single_cell,2310068J16Rik,H,Morphotypeneural_bias,0.523755920106564,NA,NA,NA,NA,-0.0071722897087786175,-0.0071722897087786175,11573,0.7405796074625073,0.12816883284004632,0.1272337383845604,0.12777736216054464
GSE250136,mast,sample_single_cell,2400006E01Rik,H,Morphotypeneural_bias,0.05103178350579215,NA,NA,NA,NA,0.006005322485681693,0.006005322485681693,11573,0.19750494940770125,0.02046068717024836,0.0273409578270193,0.023341063813869977
GSE250136,mast,sample_single_cell,2410002F23Rik,H,Morphotypeneural_bias,0.31304922136563984,NA,NA,NA,NA,0.01589653251463241,0.01589653251463241,11573,0.5741964795757147,0.5430446531977866,0.5503931379556827,0.5461210443629835
GSE250136,mast,sample_single_cell,2410003L11Rik,H,Morphotypeneural_bias,0.01466135752208762,NA,NA,NA,NA,-0.01621206126201767,-0.01621206126201767,11573,0.08014229062144447,0.09947239737485523,0.09292351679771266,0.09673075484401886
GSE250136,mast,sample_single_cell,2410004B18Rik,H,Morphotypeneural_bias,0.006913881684130992,NA,NA,NA,NA,0.03354247199086602,0.03354247199086602,11573,0.04502388230093632,0.3034358512417964,0.33041458184417444,0.31473030597740703
GSE250136,mast,sample_single_cell,2410006H16Rik,H,Morphotypeneural_bias,5.980983718748276e-5,NA,NA,NA,NA,0.275861049364976,0.275861049364976,11573,8.481855832519001e-4,0.9460815853815467,0.9501429592566119,0.9477818508266627
GSE250136,mast,sample_single_cell,2410017I17Rik,H,Morphotypeneural_bias,0.023203900815434848,NA,NA,NA,NA,0.0015335177508340506,0.0015335177508340506,11573,0.11305917483629982,9.007849697593617e-4,0.0032165832737669764,0.0018702775491882995
GSE250136,mast,sample_single_cell,2410018L13Rik,H,Morphotypeneural_bias,0.09546472561310902,NA,NA,NA,NA,0.009530160058935505,0.009530160058935505,11573,0.2943973297252993,0.1309998713164329,0.14206576125804146,0.13563252786713548
GSE250136,mast,sample_single_cell,2410021H03Rik,H,Morphotypeneural_bias,1,NA,NA,NA,NA,0.0010487283066465424,0.0010487283066465424,11573,1,0.0025736713421696047,0.004288777698355968,0.0032916884865714074
GSE250136,mast,sample_single_cell,2410022M11Rik,H,Morphotypeneural_bias,0.23611227542018354,NA,NA,NA,NA,-0.010943117684118792,-0.010943117684118792,11573,0.4935222589934352,0.14077982241667739,0.13634739099356682,0.1389242163537069
GSE250136,mast,sample_single_cell,2410080I02Rik,H,Morphotypeneural_bias,0.21515988585783433,NA,NA,NA,NA,0.0019424533714611962,0.0019424533714611962,11573,0.4676615700876895,0.0034744563119289665,0.005718370264474625,0.004413855016084387
GSE250136,mast,sample_single_cell,2410131K14Rik,H,Morphotypeneural_bias,0.30646799056761304,NA,NA,NA,NA,0.006146649592548389,0.006146649592548389,11573,0.5674316138957469,0.08518852142581393,0.09774839170836312,0.09044662227874617
GSE250136,mast,sample_single_cell,2410137M14Rik,H,Morphotypeneural_bias,0.17608909157703495,NA,NA,NA,NA,-0.0014990457123392887,-0.0014990457123392887,11573,0.41909686524390805,0.005018659117230729,0.0033952823445318084,0.004339043914116855
GSE250136,mast,sample_single_cell,2410141K09Rik,H,Morphotypeneural_bias,0.07576637190700222,NA,NA,NA,NA,-0.002530899554718715,-0.002530899554718715,11573,0.25506146193306894,0.011838888173980183,0.01250893495353824,0.012119398518740181
GSE250136,mast,sample_single_cell,2500002B13Rik,H,Morphotypeneural_bias,0.5062964219398935,NA,NA,NA,NA,-1.2019913377654678e-4,-1.2019913377654678e-4,11573,0.7266849081770876,0.04967185690387337,0.05146533238027162,0.05042268272611656
GSE250136,mast,sample_single_cell,2500004C02Rik,H,Morphotypeneural_bias,0.09481753951190337,NA,NA,NA,NA,0.007798050676510446,0.007798050676510446,11573,0.2932982002757941,0.05070132544074122,0.05986418870621873,0.054537293334330814
GSE250136,mast,sample_single_cell,2510002D24Rik,H,Morphotypeneural_bias,0.769772612211224,NA,NA,NA,NA,-0.0044259717683388655,-0.0044259717683388655,11573,0.8881427743530148,0.289924076695406,0.2948534667619728,0.2919877309792773
GSE250136,mast,sample_single_cell,2510009E07Rik,H,Morphotypeneural_bias,0.5673563007142214,NA,NA,NA,NA,0.001773941396537887,0.001773941396537887,11573,0.770536262632872,0.06884570840303693,0.07576840600428877,0.07174384678686317
GSE250136,mast,sample_single_cell,2510017J16Rik,H,Morphotypeneural_bias,0.18248811523721475,NA,NA,NA,NA,0.0030060246765945126,0.0030060246765945126,11573,0.4267381890502265,0.04799897053146313,0.05575411007862759,0.051245604847759404
GSE250136,mast,sample_single_cell,2510039O18Rik,H,Morphotypeneural_bias,0.16724095821963106,NA,NA,NA,NA,-0.005860331664883589,-0.005860331664883589,11573,0.407512669787495,0.12984171921245657,0.1356325947105075,0.13226602827859654
GSE250136,mast,sample_single_cell,2510046G10Rik,H,Morphotypeneural_bias,0.7849330172202316,NA,NA,NA,NA,-9.735937635824143e-5,-9.735937635824143e-5,11573,0.8953614585171279,0.12237807232016472,0.12955682630450321,0.1253834068975836
GSE250136,mast,sample_single_cell,2600006K01Rik,H,Morphotypeneural_bias,0.2222116985734996,NA,NA,NA,NA,0.004978098245477902,0.004978098245477902,11573,0.47707491203943175,0.08827692703641744,0.09899928520371694,0.09276576643973966
GSE250136,mast,sample_single_cell,2610001J05Rik,H,Morphotypeneural_bias,0.0028115089886953967,NA,NA,NA,NA,0.04826149747249553,0.04826149747249553,11573,0.02213484008116292,0.3953159181572513,0.4315582558970693,0.410488516495848
